"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","group","feature"
5.84987399651856e-50,1.18930479646003,0.933,0.652,7.55452727910407e-46,"iTreg","DUSP4"
4.65638633743227e-45,1.05134589167359,0.974,0.771,6.01325731616004e-41,"iTreg","BHLHE40"
4.01820061066083e-37,0.698716407823789,0.739,0.394,5.18910426860739e-33,"iTreg","DHRS3"
1.04154334368869e-34,0.529011705809052,1,0.995,1.34504907403958e-30,"iTreg","LDHA"
1.65040834619393e-32,0.912680189673422,0.716,0.377,2.13133733827484e-28,"iTreg","DNAJC12"
1.72207699802239e-30,-0.87376916462919,0.968,0.986,2.22389023524612e-26,"iTreg","MT-CYB"
2.10387579531102e-29,-0.813829800110183,0.983,0.994,2.71694520206465e-25,"iTreg","MT-ATP6"
8.45851912331885e-29,0.717691375819599,0.684,0.383,1.0923331595854e-24,"iTreg","CTLA4"
1.54407210499964e-28,-0.839187385522155,0.081,0.408,1.99401471639654e-24,"iTreg","BATF3"
1.6054244423407e-28,0.656021463828662,0.858,0.612,2.07324512483878e-24,"iTreg","ANKRD37"
2.81399394666336e-28,0.427261519196938,1,1,3.63399178272106e-24,"iTreg","GAPDH"
2.74609033034775e-27,-0.723356563776127,0.435,0.74,3.54630105261109e-23,"iTreg","SATB1"
4.41732548362642e-27,0.565650295335038,0.988,0.965,5.70453412955516e-23,"iTreg","GSTO1"
7.08895319821226e-27,0.719275365635774,0.997,0.956,9.15467416017132e-23,"iTreg","VIM"
9.93879119687574e-27,0.6435939893724,0.994,0.963,1.28349549516453e-22,"iTreg","CYTIP"
1.6620091483573e-26,0.529665078763431,0.98,0.928,2.14631861418861e-22,"iTreg","LAPTM5"
4.02089317785478e-26,0.73239430504822,0.872,0.684,5.19258144988166e-22,"iTreg","IVNS1ABP"
1.31486535125515e-25,-0.632942448915513,1,0.995,1.69801711461091e-21,"iTreg","MT-CO2"
8.8357181648059e-25,0.51221652303266,0.699,0.414,1.14104464380303e-20,"iTreg","OXNAD1"
1.26166694168377e-23,-0.688512747298401,0.681,0.858,1.62931668849042e-19,"iTreg","RNF213"
2.60502894104939e-23,0.687193468060634,0.672,0.379,3.36413437447119e-19,"iTreg","RGS1"
7.50356314451483e-23,-0.688047939826868,0.052,0.322,9.69010144482645e-19,"iTreg","AC092580.4"
9.58204187837941e-23,-0.668940335891772,0.997,0.997,1.23742488817392e-18,"iTreg","MT-CO3"
1.86413673548248e-22,0.430058742496165,0.71,0.456,2.40734618020207e-18,"iTreg","CCL5"
2.48735247487889e-22,0.280302952503961,0.371,0.115,3.2121669860586e-18,"iTreg","PMEPA1"
5.42841314994102e-22,0.508035421474862,0.971,0.824,7.01025274183384e-18,"iTreg","HILPDA"
6.4377922685789e-22,0.674932618673373,0.884,0.776,8.31376493564279e-18,"iTreg","RDX"
6.8450822254285e-22,0.648119572539561,0.8,0.658,8.83973918591836e-18,"iTreg","FDX1"
1.28493738427133e-21,0.322255191685059,0.313,0.084,1.659368138048e-17,"iTreg","FOXP3"
9.73604367991899e-21,-0.635899734593389,0.128,0.406,1.25731268082474e-16,"iTreg","HOPX"
1.00122298350204e-20,0.534222771560474,0.661,0.42,1.29297936089453e-16,"iTreg","PGM2L1"
1.06683887452965e-20,0.550080584322859,0.757,0.544,1.37771572256759e-16,"iTreg","GNPTAB"
1.78516897155437e-20,0.628673696826593,0.841,0.701,2.30536720986531e-16,"iTreg","SAMSN1"
2.91774935188812e-20,-0.588538328042497,0.974,0.988,3.76798151302832e-16,"iTreg","MT-ND3"
3.37486093882731e-20,0.508253862366337,0.864,0.701,4.35829541640158e-16,"iTreg","EVI2A"
3.69918748465642e-20,-0.837174178727081,0.632,0.806,4.7771307176853e-16,"iTreg","MRPS26"
6.24552772269224e-20,0.482677708045583,0.939,0.873,8.06547450108476e-16,"iTreg","UBE2B"
7.10841644648227e-20,0.403488530626251,0.997,0.988,9.17980899898721e-16,"iTreg","MIF"
1.58767490528229e-19,0.473727401510487,0.942,0.896,2.05032337268155e-15,"iTreg","OCIAD2"
3.01363350390349e-19,0.467394016668225,0.861,0.682,3.89180630694096e-15,"iTreg","ENO2"
6.22301995162753e-19,0.491165337349795,0.962,0.901,8.03640796553179e-15,"iTreg","LAT"
1.43976227792965e-18,0.43056912240457,0.89,0.76,1.85930900571836e-14,"iTreg","RALA"
1.7851340224652e-18,0.457311413260538,0.957,0.855,2.30532207661156e-14,"iTreg","RHOG"
7.45775057171954e-18,0.465079649320411,1,0.982,9.63093908831861e-14,"iTreg","BTG1"
1.65571454616966e-17,0.293709528483134,0.458,0.211,2.1381897649235e-13,"iTreg","PPFIBP1"
1.89366816015823e-17,0.492789144579623,0.617,0.363,2.44548306202834e-13,"iTreg","APOBEC3H"
2.07938828953831e-17,-0.553558083152819,0.945,0.969,2.68532203710977e-13,"iTreg","MT-ND5"
3.39971905485721e-17,0.471143470417819,0.922,0.765,4.3903971874426e-13,"iTreg","SLC2A3"
3.40152444967846e-17,0.358676037812379,0.951,0.87,4.39272867431476e-13,"iTreg","WDR54"
3.59925856088008e-17,0.445976133586923,0.968,0.902,4.64808250552054e-13,"iTreg","BNIP3L"
3.80295471133126e-17,0.506592549110019,0.78,0.614,4.91113571421319e-13,"iTreg","NR3C1"
1.59333484120731e-16,0.355662951710544,0.461,0.247,2.05763261393512e-12,"iTreg","PHTF2"
2.73537488206474e-16,0.483333109845222,0.907,0.815,3.5324631226984e-12,"iTreg","WSB1"
3.22640282752536e-16,0.427073886831235,0.954,0.882,4.16657661146626e-12,"iTreg","PPP1R2"
3.4283953146836e-16,0.459285298744209,0.667,0.438,4.4274297093824e-12,"iTreg","BEND5"
3.77164809960319e-16,0.397255046188558,0.933,0.878,4.87070635582756e-12,"iTreg","PNRC1"
6.25093444257663e-16,-0.552753220667477,0.252,0.511,8.07245673914347e-12,"iTreg","HERC5"
8.75924654563145e-16,0.423768871109707,0.635,0.426,1.13116909890285e-11,"iTreg","LST1"
1.03319356152159e-15,0.312401403419006,0.272,0.089,1.33426616534898e-11,"iTreg","GEM"
1.09438360926395e-15,0.79740501794707,0.223,0.056,1.41328699300346e-11,"iTreg","APOD"
1.68500255503064e-15,0.492451912042305,0.843,0.727,2.17601229956657e-11,"iTreg","LINC00152"
1.87311124705322e-15,-0.539811778019879,0.414,0.65,2.41893586444452e-11,"iTreg","MAL"
2.81003290428906e-15,0.371126045163439,0.997,0.973,3.62887649259889e-11,"iTreg","RGS10"
3.17260862525781e-15,0.406611381517717,0.458,0.238,4.09710677865793e-11,"iTreg","INPP5F"
4.64438073634373e-15,-0.272632402634904,0.061,0.264,5.9977532829143e-11,"iTreg","AIM2"
7.14496991644871e-15,0.393783626571153,0.925,0.863,9.22701415010186e-11,"iTreg","NDFIP1"
7.51007176375602e-15,-0.353157943741417,1,0.997,9.69850667571453e-11,"iTreg","MT-CO1"
1.04030479497955e-14,0.377478756137999,0.672,0.466,1.3434496122366e-10,"iTreg","TSC22D3"
1.28833392473879e-14,0.388099159321989,0.968,0.934,1.66375443040767e-10,"iTreg","CACYBP"
1.9051285518214e-14,0.369652052059578,0.771,0.608,2.46028301182215e-10,"iTreg","WDR45B"
2.02087002727883e-14,-0.250998923475924,0.09,0.304,2.60975155322788e-10,"iTreg","RPS6KA5"
2.38552229460234e-14,0.436940244921117,0.359,0.157,3.08066349124947e-10,"iTreg","ATP1B1"
2.69393920790975e-14,0.297569598715333,0.678,0.493,3.47895309309465e-10,"iTreg","RSBN1"
2.8933512257454e-14,-0.446633442076727,0.322,0.553,3.73647377292761e-10,"iTreg","HNRNPAB"
3.20831442069437e-14,-0.572947656626959,0.209,0.423,4.14321724288471e-10,"iTreg","RNF125"
5.17903708573794e-14,0.387351743377288,0.684,0.487,6.68820849252197e-10,"iTreg","PIK3IP1"
6.92957357690089e-14,0.300994998169907,0.994,0.974,8.9488513172098e-10,"iTreg","VDAC1"
7.90036918486425e-14,0.271053955350498,0.249,0.085,1.02025367653337e-09,"iTreg","LMCD1"
9.42201099905352e-14,-0.42010070613792,0.89,0.945,1.21675850041777e-09,"iTreg","ARPC1B"
1.18842213054622e-13,0.319470132333174,0.986,0.968,1.53472833938739e-09,"iTreg","FXYD5"
1.44279361083724e-13,0.486882258895197,0.835,0.682,1.86322366903522e-09,"iTreg","SELL"
1.58444023450662e-13,-0.407323463605738,0.597,0.798,2.04614611884184e-09,"iTreg","PARP1"
1.78792924794886e-13,0.477714902898519,1,0.982,2.30893183080115e-09,"iTreg","LGALS1"
1.92309107437792e-13,0.487458492683568,0.867,0.769,2.48347981345165e-09,"iTreg","ZFP36L2"
2.08965262209167e-13,0.395872417361121,0.913,0.808,2.69857739616918e-09,"iTreg","CFLAR"
2.18278652929486e-13,0.431754687599618,0.913,0.832,2.81885052393138e-09,"iTreg","CD44"
2.36192332082792e-13,0.503135679955331,0.939,0.861,3.05018777651717e-09,"iTreg","IL2RA"
2.82181933214911e-13,0.463469639096012,0.942,0.8,3.64409748553736e-09,"iTreg","RGCC"
3.09651972247915e-13,0.512474469273841,0.91,0.84,3.99884556960957e-09,"iTreg","TRBC2"
3.38177375692195e-13,0.327672199432864,0.991,0.966,4.36722262968901e-09,"iTreg","C4orf3"
4.45682867579433e-13,-0.384356639200775,0.409,0.635,5.7555485519208e-09,"iTreg","LBR"
7.07629962797667e-13,0.437203458536379,0.925,0.893,9.13833333956907e-09,"iTreg","TNFAIP8"
1.05903572277559e-12,-0.311121315371913,1,0.998,1.36763873239239e-08,"iTreg","MT-ND4"
1.12869717924242e-12,-0.365795800783688,0.272,0.493,1.45759953727366e-08,"iTreg","SDF2L1"
1.2024359726699e-12,0.36295420336893,0.745,0.589,1.5528258151059e-08,"iTreg","CLK1"
1.23361176930586e-12,0.331812525460243,0.913,0.852,1.59308623888159e-08,"iTreg","AIMP1"
1.30482925030096e-12,-0.341505424316838,0.406,0.632,1.68505649383866e-08,"iTreg","PPM1K"
1.4359383686173e-12,-0.311536922373169,0.458,0.664,1.85437080923238e-08,"iTreg","CNPY2"
1.47229670079289e-12,0.38671427102,0.986,0.933,1.90132395940394e-08,"iTreg","BNIP3"
1.52471568519518e-12,0.371248349418459,0.632,0.438,1.96901783586106e-08,"iTreg","ITM2A"
1.72311538971027e-12,-0.521020657850221,0.858,0.927,2.22523121427184e-08,"iTreg","H3F3A"
2.22200275710738e-12,0.339654809229906,0.78,0.66,2.86949436052848e-08,"iTreg","COX20"
2.28482156714466e-12,0.342234044264934,0.632,0.461,2.95061857181061e-08,"iTreg","LPXN"
2.51774096507655e-12,-0.353462177279444,0.484,0.696,3.25141068229986e-08,"iTreg","DYNLT1"
3.69555942219446e-12,0.299722128590678,0.475,0.273,4.77244543782192e-08,"iTreg","GLIPR1"
3.77329749797789e-12,0.471791156908112,0.745,0.617,4.87283638888865e-08,"iTreg","RAB8B"
4.40959103500214e-12,-0.380497059136759,0.458,0.667,5.69454586260176e-08,"iTreg","PRKDC"
4.93813533199822e-12,-0.333760403303624,0.475,0.696,6.37710796774251e-08,"iTreg","DDX46"
5.27289658860248e-12,0.374023559126248,0.765,0.605,6.80941865452124e-08,"iTreg","ADTRP"
5.27345429264386e-12,0.270033615975278,0.728,0.585,6.81013887352028e-08,"iTreg","CLK3"
5.49641613419762e-12,0.320655657508531,0.806,0.673,7.09807179570281e-08,"iTreg","FMNL1"
6.42618613019624e-12,0.436536616810748,0.991,0.969,8.29877676853543e-08,"iTreg","DDIT4"
6.60129045124e-12,0.292711275071936,0.997,0.983,8.52490648873134e-08,"iTreg","PCBP1"
7.28616442118234e-12,0.302165664223419,0.983,0.968,9.40935273351488e-08,"iTreg","EIF4A2"
9.54400365525506e-12,-0.385385694641975,0.82,0.887,1.23251263203964e-07,"iTreg","EIF4B"
9.99991088088163e-12,0.356673162880613,0.687,0.51,1.29138849115705e-07,"iTreg","LGALS9"
1.10597545487414e-11,-0.236615344746177,0.009,0.142,1.42825670242446e-07,"iTreg","PPP1R14A"
1.12075334922852e-11,0.277157391429687,0.333,0.153,1.44734087519371e-07,"iTreg","LINC01281"
1.17236196419478e-11,0.27501227702364,0.403,0.215,1.51398824056113e-07,"iTreg","NELL2"
1.20555703868969e-11,0.400708630871256,0.757,0.547,1.55685635976386e-07,"iTreg","LGALS3"
1.21382234819175e-11,0.323700197743641,0.522,0.344,1.56753018045483e-07,"iTreg","RABGAP1L"
1.6932617991963e-11,0.266759784323279,0.98,0.956,2.1866782874821e-07,"iTreg","IL2RG"
1.72994497800329e-11,-0.376998711144928,0.67,0.815,2.23405094459344e-07,"iTreg","EIF3A"
2.51308154852595e-11,0.280572536618381,0.542,0.34,3.24539351176642e-07,"iTreg","AHCYL2"
2.74288498809902e-11,-0.430518788473363,0.771,0.846,3.54216167363107e-07,"iTreg","CCDC85B"
2.75551974265534e-11,-0.321080581025365,0.997,0.992,3.5584781956651e-07,"iTreg","YBX1"
2.91534035877166e-11,0.188560308306692,1,1,3.76487053931773e-07,"iTreg","RPS29"
3.0719497206862e-11,0.33499204139154,0.942,0.902,3.96711586929416e-07,"iTreg","PAIP2"
3.41671412001787e-11,0.382218399246376,0.719,0.592,4.41234461459107e-07,"iTreg","EPS8L2"
3.42594541039311e-11,-0.273563233886429,0.212,0.42,4.42426590298166e-07,"iTreg","SLC37A3"
3.53123142458578e-11,0.435144754668615,0.736,0.611,4.56023226171008e-07,"iTreg","MALT1"
3.60932672080104e-11,0.408458877383472,0.936,0.878,4.66108452724246e-07,"iTreg","BZW1"
4.14666204400416e-11,0.34520422789969,0.446,0.255,5.35499936362697e-07,"iTreg","NRN1"
4.20444085212371e-11,0.39833201476895,0.699,0.53,5.42961491643256e-07,"iTreg","SNX9"
5.09569687838467e-11,0.31335984169096,0.954,0.928,6.58058294874597e-07,"iTreg","BRK1"
5.37210426614327e-11,0.206420981468862,0.31,0.144,6.93753544929742e-07,"iTreg","IKZF4"
6.28476120369593e-11,-0.275251792353818,0.307,0.519,8.11614061845292e-07,"iTreg","TXNRD1"
7.13681928406850e-11,-0.504904439839636,0.835,0.915,9.21648842344607e-07,"iTreg","S100A4"
7.34432502486487e-11,0.268556273582634,0.446,0.264,9.4844613371105e-07,"iTreg","HERC3"
7.52688404785655e-11,-0.241980080610012,0.162,0.362,9.72021805940195e-07,"iTreg","ORAI2"
7.85972947849821e-11,0.28754339865935,1,1,1.01500546485326e-06,"iTreg","TPI1"
8.00915579683524e-11,-0.28409952027956,0.913,0.953,1.0343023796033e-06,"iTreg","PRDX5"
8.62204133739606e-11,0.235178724618265,0.997,0.991,1.11345041831133e-06,"iTreg","OST4"
9.36164874419344e-11,-0.469418246623976,0.145,0.322,1.20896331882514e-06,"iTreg","RRS1"
9.36904774357243e-11,-0.288731202307897,0.052,0.205,1.20991882560494e-06,"iTreg","AKAP12"
1.25804366348338e-10,0.291199079312293,0.641,0.495,1.62463758702244e-06,"iTreg","YAF2"
1.27336454007265e-10,0.319441790076529,0.733,0.605,1.64442296704982e-06,"iTreg","FAM210A"
1.27769058835101e-10,0.277685536011082,0.832,0.728,1.65000962579649e-06,"iTreg","LSM12"
1.83659198743614e-10,-0.293541044737641,0.501,0.69,2.37177489257503e-06,"iTreg","RBBP7"
1.9103407677064e-10,-0.313390469520518,0.713,0.85,2.46701406741605e-06,"iTreg","PPP1CA"
2.01628282280518e-10,0.229370609083582,0.351,0.185,2.60382763737061e-06,"iTreg","SPRY1"
2.10164882601937e-10,0.255029628617742,0.971,0.957,2.71406929392142e-06,"iTreg","LAMTOR5"
2.50726580562294e-10,-0.278229037763449,0.641,0.815,3.23788306138146e-06,"iTreg","RBMX"
2.69994018458406e-10,0.302429094980712,0.606,0.455,3.48670275437186e-06,"iTreg","NFKB1"
2.72324481341348e-10,0.352606935666619,0.586,0.412,3.51679835204216e-06,"iTreg","TNFRSF18"
2.91523591277186e-10,-0.414674810723038,0.522,0.701,3.76473565775359e-06,"iTreg","SPINT2"
3.46522906832411e-10,-0.348102164499458,1,0.989,4.47499681883376e-06,"iTreg","MT-ND2"
3.84752461098845e-10,0.245342613243128,0.554,0.389,4.96869328263048e-06,"iTreg","NEK7"
4.38781360561151e-10,0.139232678178105,0.988,0.924,5.66642249028671e-06,"iTreg","MT2A"
4.54093625811974e-10,0.213676613701188,0.328,0.162,5.86416508373584e-06,"iTreg","UNQ6494"
4.87429029831004e-10,0.264109572760442,0.916,0.815,6.29465849123758e-06,"iTreg","NOB1"
5.96646426328977e-10,-0.314153911106213,0.484,0.664,7.70509194961241e-06,"iTreg","CLIP1"
6.03676672315953e-10,0.296231695542408,0.6,0.443,7.79588054628821e-06,"iTreg","CSNK1G3"
7.29220489115363e-10,-0.209423298977385,0.994,0.994,9.4171533964358e-06,"iTreg","RPS10"
8.14293149822407e-10,-0.29521772454355,0.414,0.621,1.05157817368066e-05,"iTreg","IKZF1"
8.87097485695704e-10,0.292436298980783,0.571,0.417,1.14559769302743e-05,"iTreg","RIMKLA"
9.24995445270891e-10,0.306497065288653,0.994,0.991,1.19453911802283e-05,"iTreg","UBC"
1.02118455802997e-09,-0.158045286073613,1,1,1.3187577382399e-05,"iTreg","RPS16"
1.03813505943743e-09,0.295523928184413,0.794,0.696,1.3406476157575e-05,"iTreg","STAMBP"
1.05637544341381e-09,0.219936331248936,1,1,1.3642032476246e-05,"iTreg","ALDOA"
1.20137359580078e-09,0.421317176009266,0.443,0.272,1.55145386161712e-05,"iTreg","RGS16"
1.26301111790715e-09,0.41400343572927,0.71,0.579,1.63105255766529e-05,"iTreg","PIM3"
1.35174335570184e-09,-0.316524091886036,0.542,0.708,1.74564136955335e-05,"iTreg","HNRNPM"
1.46530128267512e-09,0.367454356427315,0.849,0.739,1.89229007644665e-05,"iTreg","TRAF3IP3"
1.52566416997129e-09,0.285040191710635,0.887,0.847,1.97024270910093e-05,"iTreg","MRPS6"
1.53273341413655e-09,0.266109992446656,0.475,0.305,1.97937193101594e-05,"iTreg","CCNG2"
1.66752190697487e-09,-0.28797677741695,0.272,0.467,2.15343779066734e-05,"iTreg","SOCS3"
1.67240524480601e-09,0.127577017271494,0.171,0.055,2.15974413314248e-05,"iTreg","CSGALNACT1"
1.72736232093509e-09,-0.512287400244701,0.591,0.719,2.23071570125557e-05,"iTreg","SYTL3"
1.9762268897652e-09,0.278656881237965,0.591,0.447,2.55209940544278e-05,"iTreg","SIRPG"
2.0028990767307e-09,0.316928113045459,0.954,0.918,2.58654386769003e-05,"iTreg","WHSC1L1"
2.1608523605119e-09,-0.327695092360586,0.345,0.54,2.79052473836506e-05,"iTreg","XAF1"
2.37250514907079e-09,0.246517293656247,0.386,0.229,3.06385314951002e-05,"iTreg","STK38L"
2.64648187813035e-09,0.303813966973214,0.928,0.933,3.41766669741754e-05,"iTreg","ARF6"
2.70452506710772e-09,-0.240016392626225,0.33,0.515,3.4926236716629e-05,"iTreg","CISD3"
2.99399070095573e-09,-0.291030166832702,0.751,0.858,3.86643959121423e-05,"iTreg","C19orf43"
3.1731526021358e-09,0.252151959066709,0.971,0.927,4.09780927039817e-05,"iTreg","HNRNPDL"
3.2180640071408e-09,-0.237175540923598,0.319,0.51,4.15580785882163e-05,"iTreg","CPSF6"
3.27617787587757e-09,0.227125656000069,0.449,0.292,4.23085610890829e-05,"iTreg","P2RY10"
3.57863213323676e-09,-0.211153914754188,0.284,0.49,4.62144553686196e-05,"iTreg","FKBP5"
3.6409793819166e-09,0.361582290351992,0.968,0.948,4.70196077380709e-05,"iTreg","CLEC2D"
3.78525314241864e-09,0.311911577862646,0.429,0.253,4.88827590811943e-05,"iTreg","ADM"
4.1114211947244e-09,-0.319039059376792,0.577,0.765,5.30948933086709e-05,"iTreg","RP5-1171I10.5"
4.30512728360032e-09,-0.292603698083221,0.484,0.641,5.55964137404145e-05,"iTreg","HDAC1"
4.44951894728685e-09,0.261166380712303,0.612,0.424,5.74610876852624e-05,"iTreg","DIXDC1"
4.49334909427886e-09,0.279359672325563,0.716,0.606,5.80271102035172e-05,"iTreg","PJA2"
4.79741401073908e-09,-0.287503419412043,0.635,0.795,6.19538045346845e-05,"iTreg","SRSF10"
4.81098662933593e-09,0.258961054530011,0.841,0.744,6.21290813312441e-05,"iTreg","FOXP1"
4.96642152762996e-09,0.17223188460569,0.238,0.105,6.41363676078133e-05,"iTreg","PTK2"
5.07086621849013e-09,0.230695807746534,0.42,0.26,6.54851663455815e-05,"iTreg","PKIA"
5.52779265842083e-09,-0.805635834775225,0.325,0.485,7.13859143908467e-05,"iTreg","TIMP1"
6.07574197803428e-09,0.173062137187817,0.232,0.099,7.84621319043347e-05,"iTreg","OLFM2"
6.57624037875126e-09,-0.710294389326539,0.568,0.684,8.49255682511938e-05,"iTreg","LIMA1"
6.91051901250061e-09,-0.314749611078199,0.832,0.916,8.92424425274328e-05,"iTreg","PSMA4"
7.60251613191689e-09,0.248271301895292,1,0.998,9.81788933275747e-05,"iTreg","HLA-A"
7.65779022382423e-09,-0.149801062809116,0.061,0.198,9.88927029504661e-05,"iTreg","TNFRSF8"
7.99967466373516e-09,0.279558928047702,0.841,0.756,0.000103307798607476,"iTreg","SNHG7"
8.53130649495735e-09,-0.188081912839127,0.101,0.255,0.000110173292075879,"iTreg","DPP4"
8.94978678758786e-09,0.281631759093202,0.82,0.719,0.00011557754657491,"iTreg","CD247"
8.95469035259157e-09,0.315781249556,0.783,0.673,0.000115640871213368,"iTreg","INSIG2"
8.9962973872314e-09,0.411843400210135,0.383,0.232,0.000116178184458706,"iTreg","TAGAP"
9.37390070590601e-09,-0.400272853426338,0.933,0.969,0.00012105455371607,"iTreg","H2AFZ"
9.75762006732248e-09,0.19583190566567,0.945,0.895,0.000126009905549403,"iTreg","PLIN2"
9.76617270756559e-09,-0.185186031436015,0.174,0.344,0.000126120354345502,"iTreg","SLC16A1-AS1"
1.0368119033473e-08,0.248824866046309,0.736,0.591,0.00013389388919827,"iTreg","MLLT3"
1.03781041582193e-08,0.249131585512846,0.678,0.518,0.000134022837099244,"iTreg","EVI2B"
1.08137306802099e-08,-0.362705032349595,0.884,0.925,0.00013964851800423,"iTreg","TPM4"
1.09073768540055e-08,-0.111359835147212,0.038,0.162,0.000140857864692627,"iTreg","FASN"
1.12347191447481e-08,-0.25585256983688,0.933,0.959,0.000145085163035277,"iTreg","LRRFIP1"
1.19818225663604e-08,0.275643987440804,0.504,0.368,0.000154733256621978,"iTreg","VAMP4"
1.2062040198777e-08,-0.501893548436083,0.252,0.408,0.000155769187127007,"iTreg","NKG7"
1.30916877764642e-08,-0.289306364178832,0.301,0.481,0.000169066055945259,"iTreg","FKBP11"
1.41939964875418e-08,-0.13345851125924,0.023,0.134,0.000183301270640115,"iTreg","TIMD4"
1.51517622279542e-08,-0.33929061865635,0.93,0.959,0.000195669857411801,"iTreg","HNRNPA2B1"
1.51922204348997e-08,0.208153293921206,0.49,0.334,0.000196192334696294,"iTreg","MBIP"
1.58242505246853e-08,-0.351051915180588,0.522,0.682,0.000204354371275786,"iTreg","GABPB1-AS1"
1.62578617724557e-08,0.596463780821973,0.933,0.835,0.000209954026929493,"iTreg","NFKBIA"
1.63794555860284e-08,-0.251316272863011,0.278,0.461,0.00021152428943797,"iTreg","ANKRD36C"
1.66183070429624e-08,-0.313181319751026,0.47,0.626,0.000214608817152816,"iTreg","NOP56"
1.66992121285014e-08,0.348102312893935,0.69,0.551,0.000215653625427467,"iTreg","CD82"
1.72572002882776e-08,-0.32199318606991,1,1,0.000222859484522816,"iTreg","FTL"
1.76724770726591e-08,-0.207982142133334,0.162,0.321,0.00022822236891632,"iTreg","MAT2A"
1.79815206334906e-08,0.261641073746332,0.449,0.302,0.000232213357460898,"iTreg","PLPP5"
1.85071350454628e-08,0.322631391963737,0.991,0.969,0.000239001141977106,"iTreg","CORO1B"
1.91753182187041e-08,-0.227658804968055,0.475,0.647,0.000247630059476345,"iTreg","ZNF106"
1.97603276115353e-08,-0.258064494519052,0.997,0.998,0.000255184870775367,"iTreg","RPL6"
2.06460153702669e-08,0.307746300054028,0.783,0.685,0.000266622642491627,"iTreg","GNG2"
2.18163701708149e-08,-0.246444958857481,0.98,0.983,0.000281736604385903,"iTreg","SERBP1"
2.29833469004634e-08,-0.41420305687531,0.8,0.843,0.000296806941872584,"iTreg","DYNLL1"
2.55270166695057e-08,-0.256064831801391,0.991,0.988,0.000329655893269996,"iTreg","RPS4Y1"
2.90296890806088e-08,0.24477224084563,0.786,0.698,0.000374889404786982,"iTreg","MFSD10"
2.97501564020025e-08,0.374896036601506,0.803,0.754,0.000384193519775461,"iTreg","AAK1"
3.03771633196971e-08,-0.305336323912738,0.6,0.768,0.000392290687110569,"iTreg","EIF5A"
3.07419831313241e-08,0.269372771548585,1,0.997,0.00039700197015792,"iTreg","PGAM1"
3.1352902498054e-08,0.282127433998315,0.835,0.809,0.00040489138285987,"iTreg","AK2"
3.13594029159936e-08,-0.231174549211231,0.336,0.515,0.000404975329257141,"iTreg","EBNA1BP2"
3.14517665207802e-08,0.317858958746344,0.519,0.362,0.000406168112849355,"iTreg","CD200"
3.16720713484966e-08,0.201661459556699,0.183,0.07,0.000409013129394485,"iTreg","NR4A2"
3.28111329124772e-08,0.123709166617981,0.125,0.035,0.00042372297043173,"iTreg","ERMN"
3.49325018334971e-08,0.367387711376002,0.872,0.765,0.000451118328677782,"iTreg","ALOX5AP"
3.78101101595447e-08,-0.298622411532417,0.264,0.443,0.000488279762600361,"iTreg","TRIB3"
3.97060759015349e-08,-0.222827330671219,0.626,0.762,0.000512764264192422,"iTreg","NRDC"
4.06712441857038e-08,-0.283205280559278,0.841,0.922,0.000525228447414178,"iTreg","FUS"
4.15941506384749e-08,0.242800608026659,0.867,0.785,0.000537146861345265,"iTreg","VKORC1"
4.26112338984872e-08,0.315777583823715,0.568,0.427,0.000550281474565064,"iTreg","COPRS"
4.27773118266231e-08,0.209577035488839,0.577,0.435,0.00055242620492901,"iTreg","PEX2"
4.4094477503808e-08,0.216162346620934,0.664,0.511,0.000569436082484177,"iTreg","ABHD14B"
4.47010500287653e-08,0.238143672731782,0.78,0.718,0.000577269360071475,"iTreg","MEA1"
4.5348618979802e-08,-0.178150121551501,0.139,0.289,0.000585632065505163,"iTreg","NFIL3"
4.55160211428362e-08,0.227621292142021,0.707,0.606,0.000587793897038586,"iTreg","MGEA5"
4.71809397005198e-08,0.345850891971685,0.797,0.739,0.000609294655292513,"iTreg","PPP1R15A"
5.22098702283757e-08,-0.259900775144841,0.652,0.769,0.000674238264129244,"iTreg","TADA3"
5.22642949656863e-08,0.243563331935185,0.499,0.357,0.000674941105186873,"iTreg","SBF2-AS1"
5.62922200526831e-08,0.258566803323084,0.942,0.885,0.00072695772976035,"iTreg","ERO1A"
5.97198753498695e-08,-0.407252273211503,0.843,0.885,0.000771222470268215,"iTreg","ETFB"
6.36202259343526e-08,0.356072312509126,0.846,0.776,0.000821591597716229,"iTreg","FABP5"
6.42315717115165e-08,-0.235362375467543,0.591,0.724,0.000829486517082524,"iTreg","SEPT1"
6.52549398801234e-08,0.215376076723077,0.693,0.592,0.000842702293611914,"iTreg","MRPL44"
6.65130876030061e-08,0.34896021534328,1,0.991,0.000858950013305221,"iTreg","PGK1"
6.72370515831977e-08,0.301908785211775,0.751,0.663,0.000868299284145415,"iTreg","WDR33"
6.88349108673442e-08,0.282166825783979,0.745,0.643,0.000888934038940883,"iTreg","ANXA5"
7.3041460237593e-08,-0.161831424762677,0.104,0.246,0.000943257417508276,"iTreg","CHST12"
7.48261325396701e-08,-0.329555015588025,0.507,0.656,0.000966304675617299,"iTreg","RNF19A"
7.8476205853346e-08,-0.245086837699288,0.887,0.95,0.00101344172239011,"iTreg","PPIB"
7.97672116075763e-08,-0.29038642608669,0.693,0.809,0.00103011377070024,"iTreg","LUC7L3"
