"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","group","feature"
3.74150343328595e-20,-0.559500286481736,0.343,0.611,4.83177753374547e-16,"Th17","CST7"
8.76460789610846e-20,0.236924337280911,0.302,0.081,1.13186146370345e-15,"Th17","TNFRSF8"
1.34172576781739e-19,-0.479147338326718,0.528,0.771,1.73270465655938e-15,"Th17","CD55"
2.47093278200638e-19,-0.458221869209917,0.56,0.783,3.19096259468304e-15,"Th17","CYLD"
4.09178252577219e-19,0.463857312334151,0.73,0.496,5.28412795378221e-15,"Th17","CRIP1"
4.44699561441812e-19,-0.524972169862808,0.959,0.982,5.74285013645956e-15,"Th17","PTPRC"
5.75269024430296e-19,-0.609014308210715,0.173,0.431,7.42902418149285e-15,"Th17","RNF125"
6.4065202694304e-19,-0.377170351032853,0.003,0.22,8.27338027594242e-15,"Th17","PTGER2"
1.39608130063452e-18,0.525931990787534,0.959,0.862,1.80289939163943e-14,"Th17","JUNB"
1.94577013074205e-18,0.620207697789396,0.987,0.981,2.51276754684029e-14,"Th17","MT-ND3"
4.23119804267555e-18,-0.4663905888873,0.896,0.946,5.4641691523112e-14,"Th17","WHSC1L1"
8.84056306891638e-18,0.271714139380522,0.264,0.07,1.14167031471986e-13,"Th17","IL1R2"
9.03456071951102e-18,0.281215096674397,0.45,0.196,1.16672317131765e-13,"Th17","ZNRF1"
3.73743579112689e-17,-0.540381958335475,0.358,0.607,4.82652458066126e-13,"Th17","PIK3R1"
4.95719190962408e-17,-0.47905019904739,0.811,0.921,6.40171763208853e-13,"Th17","CD48"
6.74568712908971e-17,-0.397433756321441,0.208,0.46,8.71138035850645e-13,"Th17","LYST"
9.28508660290753e-17,0.575304254003912,0.925,0.842,1.19907608389948e-12,"Th17","TXNDC17"
9.45214529825009e-17,-0.535604054934447,0.248,0.526,1.22065004381602e-12,"Th17","RP11-1399P15.1"
1.48945017080794e-16,-0.431486874429992,0.937,0.985,1.92347595058137e-12,"Th17","GMFG"
1.58786590166773e-16,0.293556983401973,0.214,0.047,2.0505700254137e-12,"Th17","EPAS1"
1.76859070334147e-16,-0.438175139294198,0.085,0.311,2.28395803429518e-12,"Th17","SESN3"
1.8498420168556e-16,1.40949734794282,0.572,0.364,2.38888598056733e-12,"Th17","TIMP1"
2.33548844022831e-16,-0.353699006888132,0.947,0.987,3.01604977171085e-12,"Th17","RSL1D1"
3.01994688000348e-16,-0.512088013245304,0.673,0.821,3.8999594008365e-12,"Th17","STK17B"
3.28989064454686e-16,0.479053735501936,0.478,0.232,4.24856477836781e-12,"Th17","HOPX"
3.32063503826025e-16,0.758176960712615,0.928,0.79,4.28826808840929e-12,"Th17","IFI6"
4.89181950731816e-16,-0.532238575243461,0.893,0.947,6.31729571175067e-12,"Th17","COTL1"
5.34794939735966e-16,0.927402571133626,0.167,0.025,6.90634185175026e-12,"Th17","IL9"
5.65060095578114e-16,0.709962108794096,0.94,0.862,7.29718607429576e-12,"Th17","S100A4"
1.06660915798269e-15,-0.67096893057488,0.535,0.727,1.37741906661885e-11,"Th17","PLAC8"
1.28775979630245e-15,0.66197718854038,0.981,0.946,1.66301300094498e-11,"Th17","H2AFZ"
1.40233865671336e-15,-0.450463181705616,0.509,0.732,1.81098014127963e-11,"Th17","RAB8B"
1.7932441335719e-15,-0.265965573311681,0.066,0.29,2.31579547409476e-11,"Th17","UNQ6494"
4.28544096874999e-15,-0.424572940681867,0.528,0.699,5.53421846704374e-11,"Th17","WIPF1"
6.72681123962381e-15,0.523008692261788,0.66,0.447,8.68700403485019e-11,"Th17","FURIN"
6.8817363522462e-15,-0.741779173050008,0.522,0.757,8.88707432529074e-11,"Th17","ID2"
7.65400212647566e-15,0.398362232872993,0.519,0.287,9.88437834613067e-11,"Th17","MIAT"
1.24079406478905e-14,-0.357035485421132,0.142,0.374,1.60236145526857e-10,"Th17","CYSLTR1"
1.66650175362811e-14,0.435693707965409,0.893,0.779,2.15212036463534e-10,"Th17","PHF11"
1.66704210099377e-14,0.442607881159441,0.506,0.271,2.15281816922335e-10,"Th17","RP5-1028K7.2"
1.73288613056041e-14,0.189247697637615,0.179,0.037,2.23784914900572e-10,"Th17","DHRS9"
2.11417722842101e-14,-0.230959366132433,1,1,2.73024847278289e-10,"Th17","RPL10A"
2.15458126047255e-14,0.354041591675304,0.148,0.023,2.78242623977425e-10,"Th17","SERPINA1"
2.22193521046953e-14,-0.376628771106391,0.289,0.521,2.86940713080036e-10,"Th17","CD38"
3.48061479381724e-14,0.387221366329447,0.5,0.261,4.49486594473558e-10,"Th17","NAPSA"
4.08696325780073e-14,0.291358176449611,0.638,0.381,5.27790435112386e-10,"Th17","STRIP2"
4.1144626256506e-14,0.471822851890138,0.77,0.548,5.31341703476519e-10,"Th17","LGALS3"
5.78532650318381e-14,-0.368839770833145,0.453,0.673,7.47117064621158e-10,"Th17","IL4R"
1.13677467534849e-13,-0.318835265090075,0.34,0.547,1.46803081574504e-09,"Th17","SLC39A8"
1.1420953661907e-13,0.49044668311117,0.472,0.242,1.47490195589867e-09,"Th17","IFIT1"
1.14434287538816e-13,0.254721485720741,1,1,1.47780438927627e-09,"Th17","RPL38"
1.24223783675699e-13,-0.370914552054578,0.78,0.883,1.60422594238798e-09,"Th17","PAK2"
1.39068943938442e-13,-0.316492528006576,0.223,0.435,1.79593634202104e-09,"Th17","TBC1D4"
1.61784187718571e-13,-0.411667341902655,0.918,0.972,2.08928100019763e-09,"Th17","CLEC2D"
2.02331888072262e-13,-0.233059924245709,0.047,0.235,2.61291400256519e-09,"Th17","PTPRN2"
2.12939821677906e-13,-0.441942607226895,0.343,0.554,2.74990485714847e-09,"Th17","CTLA4"
2.39172451130802e-13,-0.289712548779433,0.267,0.501,3.08867303390318e-09,"Th17","NCOA3"
3.69019784276023e-13,-0.265570713380177,0.123,0.339,4.76552149414056e-09,"Th17","FAM105A"
3.8658135383958e-13,-0.219630795511551,0.019,0.189,4.99231160348433e-09,"Th17","LRRN3"
5.74581443397386e-13,0.390171346551495,0.67,0.488,7.42014476003384e-09,"Th17","LY96"
6.33762314998336e-13,-0.343718139933526,0.503,0.701,8.18440653588851e-09,"Th17","INPP4B"
6.75425256341739e-13,-0.328188819416903,0.994,0.999,8.72244176039722e-09,"Th17","LDHA"
7.29722162803681e-13,0.47690728406285,0.921,0.817,9.42363201044674e-09,"Th17","ZBED2"
7.41394099198092e-13,-0.309725471632461,0.274,0.479,9.57436339704416e-09,"Th17","AUH"
7.9225217190689e-13,-0.397774032215725,0.487,0.677,1.02311445480056e-08,"Th17","GNPTAB"
8.2815820942071e-13,0.713861422587063,0.984,0.968,1.0694835116459e-08,"Th17","ISG15"
8.59941820683523e-13,0.35792040949968,0.84,0.762,1.1105288672307e-08,"Th17","DNAJB6"
8.90548129851692e-13,-0.326794144903228,0.918,0.965,1.15005385489048e-08,"Th17","FNBP1"
1.12342784506423e-12,0.388178359438945,0.978,0.966,1.45079471911594e-08,"Th17","CD2"
1.31333628481879e-12,-0.465432628937283,0.217,0.441,1.69604247821498e-08,"Th17","ANXA1"
1.36839386914495e-12,-0.313195155228996,0.097,0.295,1.76714384261379e-08,"Th17","PHLDA1"
1.36928318229877e-12,0.259325106748158,0.355,0.167,1.76829230162063e-08,"Th17","FNIP2"
1.52186549107951e-12,-0.439144732065311,0.774,0.89,1.96533709518009e-08,"Th17","LSP1"
1.92546920484676e-12,-0.312286990638762,0.638,0.808,2.4865509311391e-08,"Th17","CD247"
2.25307840504136e-12,-0.324749980429979,0.154,0.362,2.90962545227042e-08,"Th17","PPFIBP1"
2.39067062458735e-12,-0.294951462663161,0.346,0.548,3.0873120445921e-08,"Th17","FOXN3"
2.88088121198942e-12,0.507141573772356,0.821,0.664,3.72036999716314e-08,"Th17","IFI44L"
3.02870174964933e-12,0.316514406730274,0.406,0.202,3.91126543949714e-08,"Th17","BCAT1"
3.47360839977591e-12,-0.500305741795489,0.783,0.868,4.48581788747061e-08,"Th17","BHLHE40"
3.53336126977844e-12,0.397911752638086,0.877,0.743,4.56298274379188e-08,"Th17","IRF7"
4.09775441796938e-12,-0.241155260587513,0.135,0.334,5.29184005536565e-08,"Th17","TIAM1"
4.29062708857429e-12,0.176307014300987,0.22,0.069,5.54091582218484e-08,"Th17","BARX2"
6.43232927327075e-12,0.365696746192519,0.55,0.33,8.30671002350185e-08,"Th17","SOCS3"
6.64360717933462e-12,0.520649541625474,0.579,0.349,8.57955431139273e-08,"Th17","HERC5"
7.07961673852615e-12,0.178321174840563,0.189,0.051,9.14261705613267e-08,"Th17","FUT7"
8.39184853140085e-12,0.348448376278284,0.723,0.566,1.08372331934511e-07,"Th17","RPP30"
8.61130055877419e-12,0.122865667665277,0.23,0.073,1.1120633541601e-07,"Th17","SPINT1"
8.80622764773824e-12,0.446750950288508,0.959,0.889,1.13723623842892e-07,"Th17","RBPJ"
1.09092590398046e-11,-0.447370264602236,0.761,0.843,1.40882171240037e-07,"Th17","EVL"
1.18420404161634e-11,-0.281891246388469,0.204,0.412,1.52928109934335e-07,"Th17","ST3GAL1"
2.13702733642969e-11,-0.279419305347323,0.509,0.672,2.75975710226531e-07,"Th17","SMAD2"
2.84334585799999e-11,-0.289257272057079,0.186,0.393,3.67189684102118e-07,"Th17","ATM"
2.97562896035008e-11,-0.262436730388056,0.513,0.701,3.84272723939609e-07,"Th17","MGEA5"
3.10472725499322e-11,0.498348053940349,0.66,0.46,4.00944477709825e-07,"Th17","RORA"
3.21323633547033e-11,-0.475941135423191,0.55,0.733,4.14957340362639e-07,"Th17","SYTL3"
3.25674943038883e-11,-0.341382228405216,0.619,0.77,4.20576621440413e-07,"Th17","CLDND1"
3.70722442263519e-11,-0.317431664709804,0.582,0.707,4.78750961939108e-07,"Th17","LYPLA1"
5.88903335524126e-11,-0.336683090533143,0.267,0.472,7.60509767495857e-07,"Th17","MYB"
5.99408751597366e-11,0.32811025744419,1,1,7.74076461812838e-07,"Th17","HLA-C"
7.02650288571629e-11,0.157582815631405,0.302,0.128,9.07402582661402e-07,"Th17","GALNT10"
7.86797300763573e-11,0.228914432924508,0.44,0.246,1.01607003420608e-06,"Th17","SLC38A5"
8.28807056012669e-11,0.172934186638131,0.226,0.082,1.07032143213476e-06,"Th17","BCL6"
1.00070043021411e-10,-0.356039281958584,0.242,0.43,1.2923045355785e-06,"Th17","EXOC3"
1.05225877827749e-10,0.226245031995981,1,1,1.35888698626756e-06,"Th17","RPL37A"
1.11254957118878e-10,0.347335759178127,0.437,0.252,1.43674651623319e-06,"Th17","AQP3"
1.15562704901049e-10,-0.222014920170404,0.173,0.365,1.49237677109215e-06,"Th17","PAG1"
1.30958255168759e-10,-0.372117505378319,0.336,0.547,1.69119490724935e-06,"Th17","RGS1"
1.63323449361745e-10,0.128282255478815,0.195,0.062,2.10915902505758e-06,"Th17","IL23R"
1.64817112366991e-10,0.268534519455583,0.557,0.342,2.12844818910732e-06,"Th17","AHCYL2"
1.66176904464188e-10,0.439991695516656,0.531,0.336,2.14600854425052e-06,"Th17","IFIT3"
1.78912647667534e-10,-0.386274089376789,0.509,0.685,2.31047793197854e-06,"Th17","ARL4C"
1.91730440320445e-10,-0.228426343804845,0.173,0.358,2.47600690629823e-06,"Th17","CPOX"
2.15821184299419e-10,0.241836742424542,0.509,0.302,2.7871147740427e-06,"Th17","MAST4"
2.2159822315617e-10,0.273778210246904,0.994,0.99,2.86171945383878e-06,"Th17","MIF"
2.6303209749693e-10,-0.523345336334526,0.522,0.68,3.39679650707535e-06,"Th17","HIST1H1D"
3.41195013765533e-10,0.19613482202044,1,1,4.4061924077681e-06,"Th17","RPS27"
3.52588523072846e-10,-0.328375574175002,0.711,0.845,4.55332818696273e-06,"Th17","SMCHD1"
3.92320238502823e-10,-0.149365451339341,1,1,5.06642356002546e-06,"Th17","RPL13"
4.21711093451936e-10,-0.271475590745395,0.5,0.68,5.4459770608383e-06,"Th17","APBB1IP"
4.36287257907339e-10,-0.302378472277675,0.384,0.55,5.63421364861537e-06,"Th17","SIRPG"
4.68129583417056e-10,-0.28544707460252,0.978,0.994,6.04542544024786e-06,"Th17","RPS4Y1"
4.68185676413258e-10,0.274012963084097,0.491,0.308,6.04614982520081e-06,"Th17","SMYD3"
5.26812302074088e-10,-0.253980005485031,0.233,0.419,6.80325406898478e-06,"Th17","THEMIS"
5.89014606650323e-10,-0.397023662481026,0.921,0.934,7.60653463028227e-06,"Th17","SLC25A5"
6.27740706829334e-10,-0.278638009294668,0.626,0.743,8.10664348799402e-06,"Th17","FAM49B"
7.25813136082019e-10,0.311260546610882,0.525,0.336,9.3731508393632e-06,"Th17","IKZF3"
7.82496875330131e-10,-0.327551544670955,0.676,0.768,1.01051646480133e-05,"Th17","SKAP1"
8.26982147129581e-10,0.253666937610933,0.717,0.528,1.06796474480314e-05,"Th17","TNIP2"
9.03935902605113e-10,-0.173202802163249,1,1,1.16734282462424e-05,"Th17","RPS9"
9.19111719744109e-10,0.255526368115138,0.428,0.245,1.18694087487754e-05,"Th17","CD68"
9.33745905236661e-10,-0.179251508041616,0.173,0.356,1.20583946202262e-05,"Th17","ST8SIA4"
1.0082009386775e-09,-0.290457687252867,0.116,0.283,1.30199069220813e-05,"Th17","BCL2L11"
1.0972476289899e-09,0.332591124584878,0.767,0.617,1.41698558807756e-05,"Th17","HCFC1R1"
1.15590356701625e-09,0.406571802768525,0.72,0.566,1.49273386644479e-05,"Th17","TIFA"
1.41136669565235e-09,-0.266663142634609,0.406,0.584,1.82263895076544e-05,"Th17","CAMK4"
1.43688823399551e-09,0.416579668571998,0.752,0.629,1.8555974653818e-05,"Th17","BLVRB"
1.44861806774823e-09,-0.323381780827105,0.038,0.174,1.87074537269006e-05,"Th17","LAYN"
1.47152646868593e-09,-0.189089544880519,1,1,1.90032928166101e-05,"Th17","RPS3"
1.48167439752486e-09,-0.28815900213317,0.83,0.902,1.91343431696361e-05,"Th17","HNRNPA3"
1.54997905294967e-09,-0.211729552523795,0.116,0.282,2.00164294897921e-05,"Th17","ITGB7"
1.58285465595395e-09,-0.248750614553122,0.947,0.977,2.04409850269893e-05,"Th17","SEPT7"
1.62968622533634e-09,-0.319112467830062,0.506,0.644,2.10457679139934e-05,"Th17","FYN"
1.82361542321776e-09,-0.317262577478135,0.387,0.56,2.35501695754342e-05,"Th17","ITM2A"
1.97178233881411e-09,0.329771782390917,0.704,0.537,2.54635971234454e-05,"Th17","USP18"
2.01075568372882e-09,-0.169733223058822,0.063,0.213,2.5966898899674e-05,"Th17","PLEKHA1"
2.17192406740828e-09,-0.347187979349571,0.789,0.842,2.80482274065106e-05,"Th17","NDFIP2"
2.18718094481462e-09,-0.324432083505176,0.858,0.891,2.8245254721336e-05,"Th17","EID1"
2.55845308907047e-09,-0.574623360377046,0.547,0.647,3.3039863192256e-05,"Th17","C12orf75"
2.66642721447637e-09,-0.248207766666634,0.808,0.871,3.44342410477478e-05,"Th17","SFXN1"
2.98516939174111e-09,-0.236172121291505,0.135,0.302,3.85504775249447e-05,"Th17","NCR3"
3.05225819085856e-09,0.33014322190763,0.758,0.617,3.94168622767475e-05,"Th17","C19orf66"
3.18851289845841e-09,0.165475286178934,0.299,0.144,4.11764555706919e-05,"Th17","SLC25A4"
3.29254492173087e-09,-0.313043564727577,0.406,0.548,4.25199251192324e-05,"Th17","RALB"
3.52161513628651e-09,-0.251963730726112,0.777,0.859,4.5478137870004e-05,"Th17","RNMT"
3.93174572557565e-09,0.385371386696926,0.308,0.148,5.07745643000839e-05,"Th17","CTSL"
4.01391769969963e-09,-0.435415413431131,0.695,0.774,5.1835733173921e-05,"Th17","SAMSN1"
4.14471572146821e-09,-0.230315596439225,0.201,0.386,5.35248588270405e-05,"Th17","HERC3"
4.2394163161947e-09,-0.14765741974842,0.009,0.122,5.47478223073383e-05,"Th17","FLJ21408"
4.55835838820968e-09,-0.173719287132013,1,1,5.88666402253398e-05,"Th17","RPS6"
5.06912353763261e-09,0.598908279788086,0.305,0.15,6.54626613649875e-05,"Th17","C15orf48"
5.1075446708121e-09,-0.231883163950331,0.258,0.424,6.59588318788675e-05,"Th17","FOXN2"
5.37039061267637e-09,-0.158310381509545,1,1,6.93532243721026e-05,"Th17","RPL11"
6.36702546343762e-09,0.378292335175522,1,1,8.22237668348334e-05,"Th17","FTL"
6.40251120584558e-09,-0.30585560903473,0.575,0.698,8.26820297122898e-05,"Th17","ETS1"
6.83003437365844e-09,0.698129306873142,0.969,0.935,8.82030639014251e-05,"Th17","MT2A"
6.94428510596493e-09,-0.289473987219152,0.881,0.912,8.96784978584311e-05,"Th17","DDX24"
7.73468130694342e-09,0.202288913729142,1,1,9.98856743978674e-05,"Th17","RPL37"
8.35828988738968e-09,-0.251543019836644,0.582,0.758,0.00010793895560575,"Th17","CD27"
8.98622347331831e-09,-0.271057955962469,0.918,0.968,0.000116048089934433,"Th17","GPX4"
9.00935307513796e-09,-0.239243009118787,0.987,0.997,0.000116346785612332,"Th17","SLC25A6"
9.18997777246040e-09,0.29306707304385,0.519,0.348,0.000118679372953554,"Th17","AC147651.4"
9.48991875591623e-09,-0.322018846676268,0.642,0.774,0.000122552810813902,"Th17","G3BP2"
1.07884136339366e-08,0.106396927926837,0.179,0.062,0.000139321573668657,"Th17","GPR157"
1.09888349478731e-08,-0.220797782185523,0.019,0.132,0.000141909814516833,"Th17","PPP1R14A"
1.10825027495231e-08,-0.108044175363659,0.003,0.103,0.000143119440507341,"Th17","RBM47"
1.15214354970479e-08,-0.219639859814987,0.349,0.506,0.000148787818008876,"Th17","CAB39"
1.1733537823591e-08,-0.249657208351389,0.396,0.559,0.000151526907453854,"Th17","NFKB1"
1.21281325081931e-08,-0.195972579932157,0.113,0.265,0.000156622703210806,"Th17","ITPR1"
1.22373271043477e-08,0.372231273754887,0.906,0.818,0.000158032842225546,"Th17","RNASET2"
1.24754756285941e-08,0.561659864795503,0.462,0.304,0.000161108292267664,"Th17","HLA-DQB1"
1.24895196825667e-08,0.232512739516566,0.651,0.465,0.000161289657180667,"Th17","EHD4"
1.27020807857373e-08,-0.307134825600357,0.874,0.908,0.000164034671267011,"Th17","PNRC1"
1.31514748795036e-08,-0.289255445062771,0.44,0.584,0.00016983814659391,"Th17","SNX10"
1.3772761701748e-08,-0.301254123711661,0.764,0.843,0.000177861444616374,"Th17","PHF3"
1.38090968618987e-08,0.796324455195078,0.701,0.54,0.00017833067687456,"Th17","LTA"
1.39774253319692e-08,-0.249785282855176,0.245,0.406,0.00018050447073705,"Th17","KIF3A"
1.44298584286055e-08,-0.208620582790813,0.236,0.397,0.000186347191747012,"Th17","P2RY10"
1.45204754570858e-08,0.186109598257972,0.248,0.116,0.000187517420052806,"Th17","JAKMIP1"
1.48124894294923e-08,0.30340573961381,0.884,0.79,0.000191288488492464,"Th17","FLOT1"
1.5686112339008e-08,0.119008417297127,0.242,0.103,0.000202570454745949,"Th17","GS1-279B7.2"
1.6521030208923e-08,-0.216713944005853,0.572,0.721,0.000213352584118031,"Th17","CPNE1"
1.80168075280909e-08,-0.300306152605681,0.604,0.742,0.000232669052417766,"Th17","BPTF"
1.93673809132417e-08,-0.211858733910264,0.991,0.996,0.000250110357113604,"Th17","RPS10"
1.95792647332061e-08,-0.289548239888393,0.23,0.418,0.000252846624764623,"Th17","FRMD4B"
1.98203822527164e-08,0.150883041804113,1,1,0.00025596041641158,"Th17","RPL39"
2.06274355421615e-08,0.261930994634536,0.764,0.63,0.000266382702591474,"Th17","RPA2"
2.06441622431871e-08,0.281780528417771,0.525,0.352,0.000266598711208518,"Th17","MX2"
2.07612636002078e-08,0.187387761528086,0.138,0.041,0.000268110958133084,"Th17","IL21-AS1"
2.11554698919176e-08,-0.144194869979345,1,1,0.000273201738184224,"Th17","RPS18"
2.13222783392013e-08,0.128808651226881,0.305,0.152,0.000275355902472446,"Th17","SGCB"
2.21608017480887e-08,-0.270908252142417,0.582,0.694,0.000286184593774817,"Th17","CELF2"
2.37251977546715e-08,-0.285058365029339,0.764,0.83,0.000306387203803828,"Th17","LEPROTL1"
2.98270506809967e-08,-0.488294097427018,0.824,0.899,0.000385186532494391,"Th17","HILPDA"
2.99463571157205e-08,0.111509232429596,0.201,0.079,0.000386727255792414,"Th17","LSR"
3.36718225279178e-08,-0.233506685788977,0.962,0.963,0.00043483791612553,"Th17","NOP10"
3.39475436552409e-08,-0.19293241172981,1,1,0.000438398578763781,"Th17","RPL3"
3.39613567570519e-08,0.301148425828608,0.792,0.629,0.000438576961160569,"Th17","OAS1"
3.50274927582657e-08,0.381175769935507,0.918,0.804,0.000452345041480243,"Th17","MX1"
3.52025111651713e-08,-0.205219373664785,0.261,0.434,0.000454605229187022,"Th17","STAT4"
3.63924468017325e-08,-0.339366040980522,0.472,0.642,0.000469972057997574,"Th17","SNX9"
3.65184970598268e-08,-0.270787184747104,0.33,0.485,0.000471599871030604,"Th17","UTRN"
3.67608937610661e-08,-0.310117085901069,0.679,0.76,0.000474730182030407,"Th17","FGFR1OP2"
3.69536675801026e-08,-0.179296805748717,0.997,0.997,0.000477219663129445,"Th17","RPL4"
3.82989365251212e-08,0.21931400793027,0.676,0.494,0.000494592466285416,"Th17","MVP"
3.94207071135831e-08,0.406411458667748,0.981,0.99,0.000509079011664812,"Th17","S100A10"
4.03367120986921e-08,-0.270051119829628,0.755,0.833,0.000520908300042509,"Th17","HADHA"
4.23585087668179e-08,-0.184873123735609,1,1,0.000547017782214686,"Th17","RPL7"
4.38368270931196e-08,0.268966173526606,0.814,0.695,0.000566108785080546,"Th17","RABAC1"
4.88841997957713e-08,-0.207223849445375,0.384,0.538,0.000631290556162591,"Th17","RBL2"
4.90021660414352e-08,0.676304401478412,0.566,0.431,0.000632813972259094,"Th17","GLUL"
5.07530415016351e-08,-0.267105225234373,0.176,0.334,0.000655424777952116,"Th17","TAGAP"
5.37022518461524e-08,-0.23249277892658,0.39,0.575,0.000693510880341212,"Th17","CSGALNACT2"
5.51040158504645e-08,0.160481085196085,0.274,0.133,0.000711613260692898,"Th17","HELZ2"
5.51688165537112e-08,-0.277082410589621,0.887,0.924,0.000712450096974626,"Th17","LCP1"
5.97514027426038e-08,0.18538485017046,0.522,0.345,0.000771629615017985,"Th17","AAED1"
6.51053803770849e-08,0.460466765173095,0.528,0.368,0.000840770882189675,"Th17","LINC01588"
6.79300590756228e-08,-0.218735728623123,0.176,0.326,0.000877248782902593,"Th17","DUSP10"
6.79334671552953e-08,-0.270226476957406,0.45,0.575,0.000877292794843484,"Th17","CASP3"
6.82768336029084e-08,0.107824570222033,0.189,0.073,0.000881727029147959,"Th17","ITGA2"
6.97353705296752e-08,-0.183533212905389,0.283,0.441,0.000900562575020225,"Th17","RERE"
7.26947696704011e-08,-0.194905025925752,0.286,0.446,0.00093878025552356,"Th17","VGLL4"
7.2880367638435e-08,0.820922528184831,0.616,0.435,0.000941177067682749,"Th17","GZMB"
7.55435054990518e-08,0.285257461707697,0.943,0.852,0.000975568830014754,"Th17","CD53"
7.73190645157306e-08,0.104783839670318,0.201,0.081,0.000998498399156146,"Th17","PCSK1N"
7.83915421892249e-08,-0.319823972969783,0.544,0.682,0.00101234837583165,"Th17","RYBP"
8.36305636303065e-08,0.386036085190943,0.481,0.321,0.00108000509872178,"Th17","OASL"
9.70788721575121e-08,-0.223727509226775,0.629,0.732,0.00125367655504211,"Th17","TAF7"
9.7947325348999e-08,-0.181659424586711,0.997,1,0.00126489175955697,"Th17","RPSA"
9.84470673322277e-08,0.294575715429767,0.909,0.814,0.00127134542752839,"Th17","CFLAR"
1.00049945326947e-07,-0.235544693657614,0.384,0.532,0.00129204499395219,"Th17","CAMK1"
1.00566003936022e-07,-0.259208623230933,0.478,0.614,0.00129870937482978,"Th17","ATF7IP"
1.03998438149617e-07,0.174078438978246,0.437,0.268,0.00134303583026415,"Th17","SMIM3"
1.09001047498801e-07,0.278422530913889,0.755,0.636,0.00140763952739952,"Th17","UPP1"
1.1701385157595e-07,0.165777456723724,0.292,0.15,0.00151111687925182,"Th17","HAGHL"
1.17556642850536e-07,-0.259642850844952,0.758,0.833,0.00151812648577183,"Th17","EPRS"
1.21973079681276e-07,-0.288584460880478,0.767,0.864,0.001575160351004,"Th17","RAD21"
1.23920746368526e-07,-0.220711956733704,0.28,0.438,0.00160031251860315,"Th17","IFNAR2"
1.30803703239496e-07,-0.226491419907015,0.343,0.49,0.00168919902363485,"Th17","ICE2"
1.31249532966138e-07,-0.197040086481269,0.289,0.449,0.0016949564687247,"Th17","STK26"
1.34603593966246e-07,-0.111587541514861,0.016,0.113,0.0017382708124801,"Th17","FAM43A"
1.39611487297251e-07,0.310774238121875,0.623,0.463,0.0018029427469567,"Th17","SLAMF1"
1.45318971425021e-07,0.177838390832638,0.412,0.249,0.00187664919698272,"Th17","F5"
1.45987730160214e-07,-0.19475993514974,0.292,0.447,0.001885285547289,"Th17","ARHGAP18"
1.58687208690142e-07,-0.410256241130327,0.758,0.824,0.0020492866130245,"Th17","ZFP36L2"
1.62185799366086e-07,-0.141922538199422,0.088,0.223,0.00209446741301364,"Th17","EVI5"
1.66479651891104e-07,0.275632229688189,0.664,0.544,0.00214991822452172,"Th17","KDSR"
1.71956260639448e-07,0.108411114431997,0.138,0.045,0.00222064314989783,"Th17","LYN"
1.72477810902279e-07,-0.112688771201121,0.022,0.125,0.00222737844999203,"Th17","PIK3CG"
1.75233511394584e-07,0.272052653141132,0.516,0.346,0.00226296556614965,"Th17","FAS"
1.80263364584884e-07,-0.244784690887113,0.333,0.487,0.0023279210902492,"Th17","MDFIC"
1.85509869909432e-07,-0.298314615080932,0.981,0.985,0.00239567446001041,"Th17","ARHGDIB"
1.90092625080702e-07,-0.376967786130442,0.852,0.88,0.00245485616029218,"Th17","ETFB"
1.92586770379073e-07,-0.149162428319365,1,1,0.00248706555267535,"Th17","RPL15"
1.931224823467e-07,0.153818734976942,0.27,0.136,0.00249398373702529,"Th17","QSOX1"
2.08954473553144e-07,-0.202137745591309,1,1,0.0026984380714653,"Th17","NPM1"
2.09797501422613e-07,0.104182862733209,0.239,0.111,0.00270932493337162,"Th17","CCDC92"
2.10176278614663e-07,-0.22366279447849,0.333,0.481,0.00271421646202975,"Th17","DDHD1"
2.19832381221147e-07,0.182275979099177,0.425,0.264,0.0028389153710899,"Th17","NME4"
2.2693079886947e-07,-0.302783429680901,0.777,0.849,0.00293058433660034,"Th17","VAMP5"
2.42512953034794e-07,-0.245174928773911,0.23,0.364,0.00313181227549133,"Th17","PHTF2"
2.64557338963977e-07,-0.210907064032601,0.126,0.268,0.0034164934753808,"Th17","IL18R1"
2.70484053237861e-07,-0.24636450361414,0.619,0.72,0.00349303106351374,"Th17","CHD1"
2.71171198500383e-07,0.180565415004581,0.296,0.154,0.00350190485743395,"Th17","TMPRSS6"
2.79000609688142e-07,0.227857878901769,0.943,0.894,0.00360301387351267,"Th17","TAP1"
2.79684189518797e-07,-0.248720205219702,0.44,0.575,0.00361184162344575,"Th17","PTPN22"
2.82195879857397e-07,0.417147824287003,0.969,0.968,0.00364427759247843,"Th17","CD7"
2.92079129868763e-07,-0.107348509820476,0.019,0.116,0.0037719098831252,"Th17","AOAH"
3.16875795237249e-07,0.250497443270763,0.928,0.878,0.00409213401969384,"Th17","CIB1"
3.28640285579232e-07,0.205375324789519,0.616,0.455,0.00424406064797021,"Th17","TNFRSF25"
3.42491121207014e-07,-0.2713870622772,0.928,0.959,0.00442293033926738,"Th17","GYPC"
3.51170637971905e-07,0.186599023727332,0.33,0.182,0.00453501761876918,"Th17","CDKN1A"
3.51568075826138e-07,-0.232213896132259,0.557,0.685,0.00454015013121874,"Th17","PJA2"
3.54072156956359e-07,-0.141873943331434,0.047,0.16,0.00457248783493442,"Th17","HRH2"
