"","group_iTreg","group_Th17","group_Th2","group_Th0"
"SRSF5",-0.264542032153851,NA,0.149074434424417,0.170751820675884
"HSPB1",0.31262486725918,-0.103604960379651,-0.214594508788008,-0.156042648496603
"MXI1",0.182116977177726,NA,-0.258709834864992,NA
"TRIM56",-0.235096408656287,NA,0.121909359084853,0.150013655623658
"PARP10",-0.15507970888144,NA,NA,NA
"FAM110A",0.153759269738664,NA,-0.22818771652401,NA
"RNMT",0.195930324548264,-0.251963730726112,NA,NA
"RIN3",0.103998028641985,-0.103887119968996,NA,NA
"MBP",-0.250806981027391,NA,0.20097356285565,0.27663448268122
"PPP3CC",0.171494506883773,NA,-0.14278847612836,NA
"SNRNP25",-0.220039102182281,NA,0.185752266409512,0.119441498523525
"CLTC",-0.168159535543084,NA,0.151856956025924,0.18326793014209
"PGS1",-0.153005620088971,0.140409785387432,NA,NA
"GPX4",0.258858184281356,-0.271057955962469,NA,NA
"MT-ND1",-0.231793486813579,0.153991545356484,NA,NA
"RSRC2",0.195271524429771,NA,-0.137985243828806,NA
"S100A10",0.188197848304179,0.406411458667748,-0.697643037208351,-0.360203458808733
"CIR1",0.242933052719911,NA,-0.246051999300197,NA
"ALDOC",0.190469835508423,NA,-0.261854290262704,-0.142432005779168
"OASL",-0.252580885570328,0.386036085190943,-0.384711793085001,0.216215539978184
"OSER1",0.155602038288481,NA,-0.252750922271194,-0.150892264588473
"IL10RA",-0.177835216660761,NA,0.233228321835217,0.161040078543473
"MACF1",-0.273770001582453,NA,0.154699572944242,0.290669144628095
"LMNA",0.514067360884811,0.144784240849373,-0.552659471276767,-0.788537906193538
"MX2",-0.272058710437499,0.281780528417771,-0.202821667084993,0.233564981286394
"HINT2",-0.227244891208998,NA,0.195583712682816,NA
"DDX60",-0.204532040024063,0.185574773771481,-0.241257292146669,0.335151394868676
"HSPA5",-0.356719998753187,NA,0.451655756745008,0.105221909842998
"HLA-DQB1",-0.582100849545719,0.561659864795503,NA,NA
"TRAPPC4",-0.175592705095433,NA,NA,0.110760110978506
"CD27",0.193693639405888,-0.251543019836644,-0.167902317220967,0.283222166332405
"PRR14L",-0.120047784734194,NA,0.166493311055977,NA
"MAVS",-0.121455735699696,NA,0.103785146224006,NA
"SMG9",0.145310720123026,NA,NA,NA
"CAPZA2",0.222849119964365,NA,-0.17394886570287,NA
"NAP1L4",-0.252284448157127,-0.163772322422191,0.21644049557109,0.420152228514305
"UBE2S",-0.253335214706507,0.138535115453037,0.124488329424787,NA
"RASSF5",0.22862780139409,-0.1224599145085,-0.128230821195449,NA
"HRH2",-0.143694357427498,-0.141873943331434,0.194928327124378,0.239760328348562
"ERAP2",-0.239032778846427,NA,0.195394260771032,0.132433525641627
"SYF2",0.200099388344762,NA,-0.233289182117693,NA
"JHDM1D-AS1",-0.136300447708444,0.102248313046991,NA,NA
"ZDHHC12",-0.170254323736972,NA,NA,0.142465245965924
"DUSP10",0.1706650924197,-0.218735728623123,NA,0.10577288794054
"PSMA3",-0.229792440647979,-0.115227528882909,0.15722181011401,0.120810471112502
"FDPS",-0.250568058832419,0.120690441159748,0.215368066912204,NA
"PSPC1",-0.175444459972887,NA,0.104553284360769,0.187053398538253
"CNBP",0.183438041886411,NA,-0.125724476252933,NA
"EIF2AK2",-0.255746222231006,0.18856922234599,-0.201475785091684,0.36731505697476
"EMB",-0.197702124301242,-0.105455594724691,0.279048767649664,0.152155460385524
"S100A6",-0.647526790288026,1.41840574702583,-0.971220154871961,-0.860291949758274
"RNF157",-0.109237703417361,NA,0.130072135701449,0.19131411342997
"HDAC7",0.210135865504343,NA,-0.146052231654187,NA
"IL18R1",-0.18202442857249,-0.210907064032601,0.380760516967947,0.149456395764746
"LAGE3",-0.158856481460366,NA,0.157761911868134,0.193782262360354
"UBTF",-0.170639850511279,NA,0.167152477417548,0.122524738208027
"PTP4A1",0.275712732272885,-0.119780978441317,-0.164119057576736,-0.112856668078484
"LMO7",-0.187909019987226,-0.181630809189617,0.237873533380576,0.31798867716538
"ADD3",-0.228261489701716,-0.144902562087466,0.158301113225367,0.428618682202661
"IKZF3",-0.226362412552713,0.311260546610882,NA,-0.205591350334682
"NDUFS6",-0.244500355715398,NA,0.323046243980793,NA
"DCTPP1",-0.201039125749288,NA,0.139795736360136,NA
"NSL1",-0.159145147721508,NA,0.246757326960092,NA
"PLP2",NA,0.684157432381243,-0.68465479500992,-0.822955389789399
"PERP",-0.260859261082678,0.696131546170071,-0.39851947371879,-0.44265930397068
"PRG4",-0.19164504025734,0.658681099473248,-0.495617683919334,-0.362248809521376
"KIF2A",-0.207541971119291,-0.756203357159953,0.761552506441961,0.38973091262352
"S100A2",-0.142078390432981,0.333841060860713,-0.159434601219795,-0.168838837012785
"MALAT1",-0.373628881924525,0.933795792861722,-0.967016526517161,-0.108275106366449
"NSMCE1",NA,-0.595412664586876,0.760380831806989,-0.262275459744707
"RPS24",-0.221234699551506,-0.522069274575879,0.610341980403633,0.337089738757769
"TYMP",NA,0.63274388879104,-0.924388995660482,-0.362670807916465
"VOPP1",NA,0.461329514058633,-0.491422768805564,-0.347640513031053
"TSHZ2",NA,0.560338132878506,-0.660606554910925,-0.288425344716735
"IFITM1",NA,0.581229761704913,-0.871635576178442,NA
"DHRS2",NA,0.380796095361884,-0.291509902697432,-0.298791554718693
"PALLD",-0.164714270974941,0.639282116406167,-0.544561910226077,-0.307251060711971
"RAB11FIP1",NA,-0.532980724081393,0.43373190510308,0.292214141999313
"PDE3B",-0.116430729158705,-0.389145293368042,0.382542645572808,0.312671116897535
"CD52",NA,-0.655290985479742,0.104631917370313,0.714769683699244
"CST7",-0.29465298621392,-0.559500286481736,0.593170782430802,0.522019560002355
"CD55",0.284045274166581,-0.479147338326718,0.179080350392339,NA
"CYLD",NA,-0.458221869209917,0.226985910175019,0.348134790875911
"CRIP1",NA,0.463857312334151,-0.573402463054037,-0.324592463997888
"PTPRC",0.165216493020445,-0.524972169862808,NA,0.540923189517646
"PTGER2",-0.269639484636724,-0.377170351032853,0.228171307521522,0.717949561168333
"JUNB",0.135805541821262,0.525931990787534,-0.653461491301203,-0.605430068207443
"IL1R2",-0.119641088752867,0.271714139380522,-0.119200155017175,-0.137708983968896
"ZNRF1",-0.110884022463373,0.281215096674397,-0.173833308946308,NA
"PIK3R1",NA,-0.540381958335475,NA,0.587721058296738
"CD48",-0.184940411921139,-0.47905019904739,0.313747857889605,0.627080818749074
"LYST",0.1360875860636,-0.397433756321441,NA,0.440981306259386
"TXNDC17",-0.136807338512698,0.575304254003912,-0.377154951663661,-0.445588984358822
"RP11-1399P15.1",-0.19721252719261,-0.535604054934447,0.500390703596004,0.476149457670183
"GMFG",NA,-0.431486874429992,0.215076427294461,0.393444788040102
"SESN3",NA,-0.438175139294198,0.113778823759445,0.530962761375681
"RSL1D1",0.187831231516979,-0.353699006888132,0.223091688831639,NA
"STK17B",NA,-0.512088013245304,0.344434014822894,0.362299912414151
"IFI6",-0.341022737196026,0.758176960712615,-1.14601103291987,0.342279545120527
"COTL1",NA,-0.532238575243461,0.244895869609027,0.404485079638154
"IL9",NA,0.927402571133626,NA,NA
"PLAC8",-0.309871793779605,-0.67096893057488,0.239935260230216,1.07271458616302
"WIPF1",0.162257868462603,-0.424572940681867,-0.205174806422806,0.615467441148483
"FURIN",NA,0.523008692261788,-0.519001187204967,-0.280659805123037
"ID2",-0.11017782291276,-0.741779173050008,0.646918297116233,0.391772300289701
"MIAT",NA,0.398362232872993,-0.386096344110283,-0.103219209052156
"CYSLTR1",NA,-0.357035485421132,NA,0.417164136500645
"PHF11",NA,0.435693707965409,-0.434467511404809,-0.116839243631537
"RP5-1028K7.2",-0.245109773655148,0.442607881159441,-0.352685019461375,NA
"DHRS9",NA,0.189247697637615,NA,NA
"RPL10A",NA,-0.230959366132433,0.279419792401714,NA
"SERPINA1",NA,0.354041591675304,NA,NA
"CD38",-0.118292906621116,-0.376628771106391,0.218118685911445,0.514789585461979
"NAPSA",NA,0.387221366329447,-0.337654081555268,-0.324553117049313
"IL4R",NA,-0.368839770833145,0.306204920931927,NA
"SLC39A8",NA,-0.318835265090075,0.354860769797363,0.175944090258098
"IFIT1",-0.314673485301604,0.49044668311117,-0.541504411915128,0.287682107715478
"RPL38",NA,0.254721485720741,-0.180363234715198,-0.115337753174646
"PAK2",0.145634642447394,-0.370914552054578,NA,0.270594514748584
"TBC1D4",NA,-0.316492528006576,0.414954728238966,-0.124530612418713
"NCOA3",NA,-0.289712548779433,0.28219705323187,0.155096872551156
"FAM105A",0.10271788756339,-0.265570713380177,NA,0.133388286869403
"LRRN3",-0.15128528553889,-0.219630795511551,0.195617461771269,0.372609504654828
"LY96",-0.145080394025468,0.390171346551495,-0.302524667439488,NA
"INPP4B",NA,-0.343718139933526,0.357125350604764,0.169802163558244
"ZBED2",0.318872369657167,0.47690728406285,-0.814365653240107,-0.766922844408323
"AUH",-0.163514952337811,-0.309725471632461,0.420292116782254,0.216778944970719
"ISG15",-0.148936916639542,0.713861422587063,-1.18952586351978,0.140012160499314
"DNAJB6",NA,0.35792040949968,-0.228038181917227,-0.314731096312716
"CD2",0.238550151522382,0.388178359438945,-0.809367987633685,-0.304085587293943
"ANXA1",0.234892283620837,-0.465432628937283,-0.108070014377292,0.451132638637507
"PHLDA1",0.100980861161878,-0.313195155228996,0.198227822131239,NA
"FOXN3",NA,-0.294951462663161,0.260808180069234,0.193718026388862
"IFI44L",-0.263523670098506,0.507141573772356,-0.684035497046681,0.309764864329284
"BCAT1",-0.14165461815433,0.316514406730274,-0.214153682082153,NA
"IRF7",-0.107030292349015,0.397911752638086,-0.520541487685289,NA
"TIAM1",0.167140029333377,-0.241155260587513,NA,NA
"BARX2",NA,0.176307014300987,-0.137333421989942,-0.168474046419001
"FUT7",NA,0.178321174840563,-0.130773569243962,-0.122743709539927
"RPP30",NA,0.348448376278284,-0.166117762558385,-0.388144528431957
"SPINT1",NA,0.122865667665277,NA,NA
"EVL",NA,-0.447370264602236,0.24189603782912,0.524233068019134
"SMAD2",NA,-0.279419305347323,0.330618218154678,NA
"ATM",NA,-0.289257272057079,0.109977503382967,0.44496176312727
"RORA",NA,0.498348053940349,-0.739916372291412,-0.167657168333967
"CLDND1",0.116175491666691,-0.341382228405216,0.156595673057355,0.149376324166053
"LYPLA1",NA,-0.317431664709804,0.311065682867047,0.135051110621299
"MYB",NA,-0.336683090533143,0.289974691416984,0.304615439952793
"HLA-C",NA,0.32811025744419,-0.594693830097071,NA
"GALNT10",NA,0.157582815631405,-0.161681977865417,-0.111067029736429
"SLC38A5",-0.113443774569136,0.228914432924508,-0.105187579745907,NA
"BCL6",NA,0.172934186638131,NA,-0.102875310297735
"EXOC3",NA,-0.356039281958584,0.31966021742281,0.125672844626032
"RPL37A",NA,0.226245031995981,-0.116062391629471,-0.165924744646547
"AQP3",NA,0.347335759178127,-0.377899268892382,-0.129697079204143
"PAG1",0.127985349053084,-0.222014920170404,NA,0.205834923071594
"IL23R",NA,0.128282255478815,-0.10918440297009,NA
"IFIT3",-0.292716455857302,0.439991695516656,-0.809474980823319,0.570289218811944
"ARL4C",NA,-0.386274089376789,NA,0.627383558722896
"CPOX",NA,-0.228426343804845,0.21530688280371,NA
"MAST4",NA,0.241836742424542,-0.328891795575642,NA
"RPS27",0.25873783294554,0.19613482202044,-0.2522528024019,-0.21713590152491
"SMCHD1",NA,-0.328375574175002,NA,0.497433746695875
"RPL13",NA,-0.149365451339341,0.202011451883492,NA
"APBB1IP",0.103263523693929,-0.271475590745395,NA,0.235021209075912
"SMYD3",NA,0.274012963084097,-0.220696275907495,-0.179772139274557
"THEMIS",0.175552386608171,-0.253980005485031,NA,0.148636812293784
"SLC25A5",-0.231063586725365,-0.397023662481026,0.56442183621173,0.243708925137033
"FAM49B",NA,-0.278638009294668,0.15386862967108,0.220741989442141
"SKAP1",0.19154457782927,-0.327551544670955,0.131962724904462,NA
"TNIP2",0.114312171746802,0.253666937610933,-0.396568361132553,-0.214952149166007
"RPS9",NA,-0.173202802163249,0.135220811403466,NA
"CD68",NA,0.255526368115138,-0.235980046637278,-0.182852181968268
"ST8SIA4",-0.145732788481132,-0.179251508041616,0.302815694421462,0.150350249522031
"HCFC1R1",0.187748717262512,0.332591124584878,-0.534795942809039,-0.389574021462858
"TIFA",NA,0.406571802768525,-0.487016737415826,-0.26475623549512
"CAMK4",0.167720823274411,-0.266663142634609,NA,NA
"BLVRB",-0.13725430381967,0.416579668571998,-0.226266170544754,-0.271419555981772
"RPS3",NA,-0.189089544880519,0.201292480959753,-0.127277500113582
"HNRNPA3",-0.14853402293702,-0.28815900213317,0.327480649684334,0.293484399062771
"ITGB7",NA,-0.211729552523795,0.190133060774213,0.260238738807954
"SEPT7",0.168450653162766,-0.248750614553122,0.120197846695326,NA
"FYN",NA,-0.319112467830062,0.229214654911855,0.11568276633622
"USP18",NA,0.329771782390917,-0.510234828212861,0.176615687158329
"PLEKHA1",NA,-0.169733223058822,NA,NA
"NDFIP2",0.121373051535145,-0.347187979349571,0.445682089021234,-0.339950347879494
"EID1",NA,-0.324432083505176,0.38926756909812,0.132023406643271
"C12orf75",-0.40533207002517,-0.574623360377046,0.961548812438369,0.127195392461411
"SFXN1",0.102545515757796,-0.248207766666634,0.11488661982548,NA
"NCR3",NA,-0.236172121291505,NA,0.219803905583442
"C19orf66",-0.192943613611911,0.33014322190763,-0.237653212738399,NA
"SLC25A4",NA,0.165475286178934,NA,-0.137295791620628
"RALB",NA,-0.313043564727577,0.272415380841945,0.104089747420501
"CTSL",0.264511084558672,0.385371386696926,-0.63086527141937,-0.599971896899469
"FLJ21408",-0.108050209572184,-0.14765741974842,0.361173375148351,NA
"RPS6",NA,-0.173719287132013,0.219715380619114,0.281685460134418
"C15orf48",0.156194529402067,0.598908279788086,-0.992533485730627,-0.42603986197923
"FOXN2",NA,-0.231883163950331,NA,0.154747682373116
"RPL11",NA,-0.158310381509545,0.132004756546546,NA
"ETS1",-0.128919967568311,-0.30585560903473,0.167310557085859,0.496744461345399
"DDX24",0.157576791234646,-0.289473987219152,NA,0.180758023607947
"RPL37",NA,0.202288913729142,-0.202508948911321,-0.116081432823186
"SLC25A6",-0.11616610611088,-0.239243009118787,0.360712592808998,0.109701927240125
"AC147651.4",NA,0.29306707304385,-0.327817138661441,-0.295262403957275
"G3BP2",0.145510036317664,-0.322018846676268,NA,0.252568902859491
"GPR157",NA,0.106396927926837,-0.112035917116354,NA
"RBM47",NA,-0.108044175363659,0.284029951977678,NA
"CAB39",NA,-0.219639859814987,0.158429153581843,0.251490522322142
"ITPR1",NA,-0.195972579932157,NA,0.144275143786921
"RNASET2",NA,0.372231273754887,-0.362257591147803,-0.155470882207641
"EHD4",-0.129945643159226,0.232512739516566,-0.232450933192384,0.113768847557895
"SNX10",NA,-0.289255445062771,0.20404405464334,NA
"PHF3",0.206924987103249,-0.301254123711661,NA,0.147231544873375
"LTA",-0.137207746126808,0.796324455195078,-0.786250643573986,-0.473239808147833
"KIF3A",NA,-0.249785282855176,NA,0.293794870990317
"JAKMIP1",NA,0.186109598257972,-0.114262132524075,-0.106474462226044
"FLOT1",NA,0.30340573961381,-0.369893640804574,-0.131571465714884
"GS1-279B7.2",NA,0.119008417297127,-0.124476186242327,-0.106022845818221
"CPNE1",NA,-0.216713944005853,0.256042175627093,0.10876651642635
"BPTF",NA,-0.300306152605681,0.221223425563235,0.291561658526279
"FRMD4B",NA,-0.289548239888393,NA,0.522684350667403
"RPL39",NA,0.150883041804113,-0.213540169717088,-0.180887852911286
"RPA2",-0.159839045976577,0.261930994634536,-0.11278731811109,NA
"IL21-AS1",NA,0.187387761528086,NA,NA
"RPS18",NA,-0.144194869979345,0.22480757476213,NA
"SGCB",NA,0.128808651226881,-0.109345584582165,NA
"CELF2",NA,-0.270908252142417,0.140122751971105,0.168866972321295
"LSR",NA,0.111509232429596,NA,NA
"NOP10",NA,-0.233506685788977,0.115494626258549,0.213365085456131
"RPL3",-0.100412662695426,-0.19293241172981,0.214493776550486,-0.164411516971942
"OAS1",NA,0.301148425828608,-0.580053454158169,0.264021539917196
"MX1",-0.216349934484255,0.381175769935507,-0.758261091012132,0.515012288343341
"STAT4",0.160291696438677,-0.205219373664785,-0.134529176835332,0.231092566201967
"UTRN",NA,-0.270787184747104,NA,0.407220637425641
"RPL4",NA,-0.179296805748717,0.313780481299563,-0.130448175910134
"MVP",NA,0.21931400793027,-0.156332799616744,-0.206677709714669
"HADHA",NA,-0.270051119829628,0.273727465768635,NA
"RPL7",-0.120997799731619,-0.184873123735609,0.297443058359229,-0.111237532766628
"RABAC1",NA,0.268966173526606,-0.104584221282013,-0.284108393886117
"RBL2",-0.161274562486249,-0.207223849445375,0.27296727996844,0.265910156737536
"GLUL",-0.345620241160107,0.676304401478412,-0.44126268308706,-0.150741939249153
"CSGALNACT2",0.145765067654922,-0.23249277892658,NA,0.102692741728305
"HELZ2",NA,0.160481085196085,-0.152184771951133,NA
"LCP1",-0.17141029592509,-0.277082410589621,0.380854140251346,0.237900739374568
"AAED1",NA,0.18538485017046,NA,-0.168138877724552
"LINC01588",NA,0.460466765173095,-0.398569579943033,-0.320632970923436
"CASP3",NA,-0.270226476957406,0.1626559383853,0.248321558383035
"ITGA2",NA,0.107824570222033,-0.114685977859304,NA
"RERE",NA,-0.183533212905389,0.223418301756409,NA
"VGLL4",NA,-0.194905025925752,0.101934050207214,NA
"GZMB",NA,0.820922528184831,-1.58982694901765,NA
"CD53",NA,0.285257461707697,-0.445502835663597,-0.165181714860942
"PCSK1N",NA,0.104783839670318,NA,NA
"RYBP",NA,-0.319823972969783,0.428415224948412,-0.138528269404349
"TAF7",NA,-0.223727509226775,0.215922097677471,0.216105227427508
"RPSA",NA,-0.181659424586711,0.202376321979047,NA
"CAMK1",NA,-0.235544693657614,0.344897256411737,-0.169550399470882
"ATF7IP",0.143744561062009,-0.259208623230933,NA,0.212210843967753
"SMIM3",NA,0.174078438978246,-0.244062210367737,-0.126052156070073
"UPP1",0.198699182370511,0.278422530913889,-0.527544964288787,-0.294226002727655
"HAGHL",NA,0.165777456723724,NA,-0.145439755591653
"EPRS",NA,-0.259642850844952,0.398714048618958,NA
"RAD21",NA,-0.288584460880478,0.251144427677162,0.267799850064351
"IFNAR2",0.129078522680693,-0.220711956733704,NA,NA
"ICE2",NA,-0.226491419907015,0.102372009311007,0.179831235488149
"STK26",NA,-0.197040086481269,0.229489959076761,NA
"FAM43A",NA,-0.111587541514861,NA,0.122225398475314
"SLAMF1",0.108117569997135,0.310774238121875,-0.431143735159668,-0.285441681576958
"F5",NA,0.177838390832638,-0.243080246225315,-0.183730660203583
"ARHGAP18",NA,-0.19475993514974,0.107006882488793,0.193233048481549
"EVI5",0.101808956973421,-0.141922538199422,0.100567359353824,NA
"KDSR",NA,0.275632229688189,NA,-0.250657495955577
"LYN",NA,0.108411114431997,NA,NA
"PIK3CG",NA,-0.112688771201121,NA,NA
"FAS",-0.103815423257284,0.272052653141132,-0.251256251439886,NA
"MDFIC",NA,-0.244784690887113,NA,0.189918191511583
"ARHGDIB",0.198214494727786,-0.298314615080932,NA,0.243052154462051
"RPL15",NA,-0.149162428319365,0.182317981204875,NA
"QSOX1",NA,0.153818734976942,NA,NA
"NPM1",0.114237408292852,-0.202137745591309,0.24799919770386,-0.243670374190777
"CCDC92",NA,0.104182862733209,NA,NA
"NME4",-0.158154558493311,0.182275979099177,NA,-0.151059396384022
"VAMP5",NA,-0.302783429680901,0.314177568878784,0.176044631639111
"CHD1",NA,-0.24636450361414,0.126392773117448,0.203629377314265
"TMPRSS6",NA,0.180565415004581,-0.207253553940779,-0.12200710072435
"TAP1",-0.162331546567309,0.227857878901769,-0.169061440276912,0.102252478148726
"PTPN22",0.238360487006403,-0.248720205219702,NA,NA
"CD7",-0.295403477778472,0.417147824287003,-0.30583942134253,0.140752116313354
"AOAH",NA,-0.107348509820476,0.139545152240146,NA
"CIB1",0.116140144155294,0.250497443270763,-0.300353352036389,-0.349721981034879
"TNFRSF25",NA,0.205375324789519,-0.235502833579669,-0.146816013712922
"GYPC",-0.107737516020779,-0.2713870622772,0.230171911081219,0.334139871378457
"CDKN1A",NA,0.186599023727332,-0.225950191208042,-0.172270176533642
"C9orf16",NA,-0.24032082003546,0.199086915491637,NA
"ITGAL",NA,-0.226785845600296,0.125572065047939,0.209836832108293
"CRNDE",NA,0.104249752004299,NA,NA
"CNTRL",NA,-0.259105714280915,0.153908167738588,0.323349750360486
"SPSB1",NA,0.116979213705257,NA,NA
"HSBP1L1",NA,-0.200442273176621,0.203145613628697,NA
"ITM2B",0.234050202306576,-0.313286774814538,-0.263633853572842,0.410320939227171
"NINJ1",NA,0.395228095413447,-0.385875036806341,-0.319634985992466
"RAC3",-0.107472451837947,0.123482601348698,NA,NA
"PDE4D",0.12726798198903,-0.287086820358542,NA,0.288213440791774
"ALPK1",NA,0.156423884039806,-0.152497482832134,NA
"FOSL2",NA,0.152092338869511,-0.110893000308608,NA
"MAGED2",NA,0.219766345057257,-0.215829334528743,-0.168972911065495
"RPL18A",NA,-0.142229640438544,NA,NA
"CALD1",-0.159481868447985,-0.191817934967905,0.532736984880104,-0.189675076326553
"RPS4X",0.121239183210014,-0.159934410539375,0.113920120102996,-0.116224220573642
"TOP2B",-0.187545701111409,-0.200570662172538,0.354134734879843,0.182415778501683
"TLK1",NA,-0.227598440952518,0.135988955973983,0.352294767832724
"PPP1R13L",NA,0.164362998012395,-0.13793972270874,-0.163778492372304
"TSLP",NA,0.151593052039111,-0.108510728921704,-0.13466175095019
"ODF3B",NA,0.138169840758267,-0.176496288315161,-0.119072997652661
"HLA-B",NA,0.282733571624324,-0.56943090291004,NA
"AC020571.3",NA,-0.147449526194815,0.196269956040069,NA
"FGFR1",0.264863901453082,-0.126250134710009,0.115238344659619,0.206115082636967
"CCDC88C",NA,-0.210580757472721,0.118828359425607,0.191402836712637
"EBI3",NA,0.18242170293625,-0.259803563672945,-0.192772191034998
"RPL13A",NA,-0.158882839365067,0.319188893932674,NA
"RPL8",NA,-0.135815691681651,0.119256424600414,NA
"CTNNAL1",NA,-0.251933050892528,0.388608365507177,-0.128519179583869
"TNIK",NA,-0.201349265980583,0.120319886938963,0.289364431316852
"RAP1A",NA,-0.252343495779418,0.255667950622066,NA
"HIST1H1E",-0.356952870745136,-0.375410310009471,0.469659235654691,0.540820510569481
"SF3B1",NA,-0.195956434540266,NA,0.144248404246379
"RPL19",NA,-0.133178739770488,0.150530933169878,NA
"ARID5A",NA,0.342410715266079,NA,-0.644460934211255
"SERPINB1",-0.2974616855589,0.416905046591565,NA,-0.207927535296456
"MIS18BP1",NA,-0.228311899409153,NA,0.267658533829329
"HMSD",NA,0.199949626745713,-0.301919081701072,-0.188429791809711
"IMMT",NA,-0.242787644085962,0.281835414268332,NA
"LTB",-0.250144468909789,0.583262327067942,-1.61296561369637,0.762023793267258
"ITGA4",NA,-0.242566358589995,NA,0.324059563254409
"TNFSF14",-0.212581083132685,0.219792774575488,NA,-0.141749955962108
"LRPPRC",NA,-0.234050769855692,0.213752300412918,NA
"ANG",NA,0.114982481090712,-0.117012754126449,-0.113930059863155
"NEAT1",-0.441788468324936,0.587300907000072,-0.436132806756649,0.201279837043558
"IL2",0.282287643382078,1.03546569964372,-1.75422363427043,-1.53508339809925
"TMIGD2",0.129402208640027,0.267543281175672,-0.539896685155826,NA
"SCAF11",NA,-0.217851336174839,0.166442770061416,0.130128804855542
"NUCB2",-0.185134330272674,-0.255674843054406,0.280454061816756,0.368619119071607
"ZNF770",NA,-0.170103965804305,0.10998981015232,0.124428701130558
"STAG2",-0.10689202016115,-0.191540205334997,0.115188683712617,0.361523802063083
"DOK1",NA,0.13275910436249,NA,NA
"CHRM3-AS2",NA,-0.151467666165841,NA,NA
"TMEM123",NA,-0.245614120147233,NA,0.381218775259744
"IL1R1",NA,0.118947890678218,NA,NA
"HSPB11",NA,0.251013478430236,-0.14787453612424,-0.19474654501731
"MLXIP",NA,0.118383682512311,NA,NA
"QPRT",NA,-0.190805429657106,0.292868595169243,NA
"CSDE1",0.1645780481379,-0.212964719005376,NA,NA
"NSG1",NA,0.126481501524491,NA,NA
"PDE4B",NA,0.156871314143214,-0.430035411594397,0.111626333693428
"METTL9",NA,-0.205799451720559,0.182439768494791,NA
"ATXN1",NA,-0.178619069372884,NA,NA
"CARD19",-0.135235594766803,0.24387342399543,NA,NA
"IL21",NA,0.128082967165483,NA,-0.169058762455203
"TESPA1",NA,-0.190398231577856,0.207563042135983,0.145933074023545
"LPAR6",NA,-0.127569637452128,0.112741370045717,0.122093981199269
"U2AF1L4",NA,-0.184202920629421,0.217182853541966,0.109381704903748
"USMG5",NA,0.189937442734988,-0.22013502482475,-0.148422559630729
"RPS27A",NA,-0.125070785815106,0.148244930057752,NA
"CD63",-0.207120012267036,0.240677340880017,NA,NA
"CALCB",NA,0.101510711347486,NA,NA
"ASUN",0.165382546496132,-0.222513392287495,NA,NA
"HIC1",NA,-0.135640335439151,NA,0.202553488484512
"PSME1",NA,0.205278312852582,-0.223950771740543,-0.128026805527985
"GALNT3",NA,-0.123744166218805,0.157154237048736,NA
"HBS1L",NA,-0.221164602580178,0.156702960605797,0.187382361575284
"LSM14A",0.134186150593604,-0.226682048468771,NA,NA
"SPATS2L",NA,0.217313037061783,-0.245894301770448,NA
"IFI44",-0.129845008410144,0.282109516167445,-0.342407552488308,0.150574352835167
"ZFP36",0.487458492683568,0.223891616269806,-0.118951836425049,NA
"XRCC5",0.134163061384841,-0.197639508580661,NA,NA
"GPR18",0.233293986335633,-0.11221980551931,0.146869223475445,-0.540354313828025
"TMEM9",NA,0.191076522096212,-0.217511167557514,-0.160765628657784
"TUBB4B",-0.262196031524634,0.379128782565361,-0.118240624734806,NA
"RPL26",NA,-0.112214286020116,0.243728209695464,NA
"TBL1XR1",NA,-0.181471014775966,0.209549868973696,NA
"THY1",NA,NA,0.230191075461138,NA
"LINC00864",NA,NA,0.199098338147792,NA
"MAOA",NA,NA,0.28061128471898,NA
"EEF1B2",-0.153720013857413,-0.151269353775333,0.401145651871156,NA
"EPSTI1",NA,0.228933757822609,-0.737210146511424,0.551777156112798
"ZBTB38",-0.232950867111068,-0.22241229880442,0.57228063129254,NA
"MGST3",-0.410552927411896,-0.160242739563709,0.889172573007143,-0.485268068254837
"TPT1",0.114212854687445,NA,-0.317563393056496,NA
"DYNC2LI1",-0.146258977828762,-0.134603325206612,0.445828447900763,-0.1680013075946
"PLEKHH2",NA,NA,0.136733550522369,NA
"SLC39A14",NA,-0.107254149272674,0.288910396328929,-0.148875732726413
"GATA3-AS1",NA,NA,0.112604287698084,NA
"SAT1",NA,0.222474318333773,-0.487034106295646,NA
"RPL27A",NA,-0.109970107796799,0.220816483272057,NA
"CHMP5",0.145446433028853,0.217187737227182,-0.528404407936428,NA
"NT5C3A",NA,0.327153078119282,-0.655154887954351,NA
"HSPD1",-0.210917209551259,-0.117082678492287,0.464741062979954,-0.105040963026681
"AGAP9",NA,NA,0.129652159326361,NA
"SET",-0.226633220740115,-0.235606252533226,0.471572308603364,0.126808870200477
"RPS2",NA,-0.114184053521799,0.283477027296039,NA
"TPRG1",NA,-0.142639420546575,0.304209790925476,-0.15097054833078
"RPL5",NA,-0.170037892384442,0.347036533820166,-0.103362613188752
"RPS8",NA,NA,0.195541036992291,NA
"CYSLTR2",NA,NA,0.112257460103234,NA
"PITPNC1",NA,0.1412556663894,-0.349342063911325,NA
"ARF5",NA,0.165251737075082,-0.34318919276573,NA
"IFI16",NA,0.161117978196914,-0.568390417482041,0.385230534670598
"TMSB4X",0.156628028352289,NA,-0.447356563286759,NA
"PRDX3",-0.183114052317639,-0.159079982946592,0.426741858174284,NA
