"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","group","feature"
8.42724498157939e-05,-0.166312915436474,0.784,0.863,1,"Th0","PCMT1"
8.43038918037363e-05,-0.184114855901754,0.525,0.635,1,"Th0","NIT2"
8.43420830272561e-05,-0.188611629303372,0.361,0.494,1,"Th0","LYSMD2"
8.69228744841291e-05,-0.212111374646412,0.737,0.839,1,"Th0","VCP"
8.71205192303748e-05,-0.12825581400347,0.2,0.319,1,"Th0","ARL8A"
8.72010687160894e-05,-0.171159183983604,0.255,0.369,1,"Th0","ZNRF1"
8.74648874040482e-05,-0.142669975953403,0.439,0.581,1,"Th0","UROS"
8.74663536000443e-05,-0.183723909771851,0.408,0.529,1,"Th0","FBXO6"
8.89584911285936e-05,0.309197588525999,0.969,0.958,1,"Th0","IL2RG"
8.98869323329463e-05,-0.210035293274174,0.271,0.4,1,"Th0","GLIPR1"
9.09469387650593e-05,-0.194415428783783,0.584,0.706,1,"Th0","MAT2B"
9.19977197808931e-05,-0.210611541941162,0.741,0.812,1,"Th0","RHOF"
9.25291807036695e-05,-0.194920070785329,0.569,0.693,1,"Th0","AKIRIN1"
9.25442148028416e-05,0.239921568272526,1,1,1,"Th0","FTH1"
9.50967466406905e-05,-0.249417108816552,0.573,0.638,1,"Th0","ACOT7"
9.71106604044636e-05,0.172950799176325,0.965,0.954,1,"Th0","ANAPC16"
9.75630761379349e-05,-0.166413038657441,0.667,0.75,1,"Th0","MAF1"
9.75734381166702e-05,-0.187007900511108,0.545,0.675,1,"Th0","NSL1"
9.98094928117215e-05,-0.224041463976001,0.682,0.754,1,"Th0","NINJ1"
0.000101185561326734,0.194918667231874,0.882,0.823,1,"Th0","OSTC"
0.000102029953969219,-0.32844473634923,0.82,0.878,1,"Th0","AC133644.2"
0.000103655933666569,0.204869985384216,0.745,0.624,1,"Th0","CCDC167"
0.000104418787726315,-0.212747537723599,0.984,0.993,1,"Th0","HNRNPA2B1"
0.000106141964429675,-0.135763903224272,0.576,0.707,1,"Th0","JOSD2"
0.000107170544343768,-0.205802030971306,0.839,0.885,1,"Th0","DYNLRB1"
0.00010778044734615,-0.263942799839241,0.573,0.666,1,"Th0","FOXP1"
0.000108056524750201,-0.145682602895382,0.251,0.369,1,"Th0","BRD3"
0.000108922314518227,-0.17026661071235,0.788,0.868,1,"Th0","NDUFS6"
0.000111576271232189,-0.169863770198329,0.863,0.913,1,"Th0","SNX6"
0.000116269424287491,-0.180934931959791,0.604,0.698,1,"Th0","DYNC1I2"
0.000116854806468124,-0.177122098529745,0.655,0.78,1,"Th0","OAS2"
0.00011686741635642,-0.156792175895866,0.478,0.605,1,"Th0","RAB29"
0.000116895520952012,-0.185741783361244,0.69,0.75,1,"Th0","RPAIN"
0.000118151763371859,-0.20109660012903,0.643,0.754,1,"Th0","DENND2D"
0.000121667684529193,-0.228345568524863,0.847,0.899,1,"Th0","SELK"
0.000122811553677784,-0.210464215463829,0.659,0.764,1,"Th0","BAG1"
0.000130983036130125,-0.122283823079383,0.176,0.297,1,"Th0","TRIM5"
0.000132215708339176,-0.193858216217289,0.71,0.793,1,"Th0","PSMD12"
0.000136857829799435,-0.174487840499001,0.431,0.556,1,"Th0","GLS"
0.00013703656260823,-0.133706053221025,0.18,0.295,1,"Th0","SORD"
0.000137262883393377,-0.206115241024151,0.725,0.83,1,"Th0","PPM1K"
0.000138607770798457,-0.146302698932297,0.247,0.374,1,"Th0","ELK3"
0.000138981512936568,-0.264694942310315,0.341,0.472,1,"Th0","RP11-138A9.2"
0.000139506018364613,-0.160334257051865,0.271,0.396,1,"Th0","BEX4"
0.000140084699488202,-0.234793138427378,0.843,0.889,1,"Th0","CD63"
0.000142897246850876,-0.187975322586657,0.973,0.989,1,"Th0","CDC42"
0.000145402700240206,-0.143710366942568,0.592,0.728,1,"Th0","MBD4"
0.000146590825666644,-0.141129290663801,0.325,0.459,1,"Th0","FARS2"
0.000146754012782221,-0.119606461573007,0.212,0.334,1,"Th0","LTBP4"
0.000147653355097486,-0.106653873988245,0.173,0.293,1,"Th0","EIF1AD"
0.000150247856874735,-0.160829561935113,0.545,0.654,1,"Th0","RAB18"
0.000152217494638258,-0.154986939691757,0.561,0.683,1,"Th0","TIMM17B"
0.000153577627836385,-0.145075730472028,0.361,0.49,1,"Th0","AKAP8L"
0.000158234703431179,-0.181156534739234,0.298,0.412,1,"Th0","BLVRA"
0.000158918264356057,-0.152892151433036,0.71,0.789,1,"Th0","DCTN2"
0.000161469327297173,-0.221080806439459,0.173,0.293,1,"Th0","IL4I1"
0.000162128601833801,-0.194603767566425,0.545,0.648,1,"Th0","TSTA3"
0.000162347719364329,-0.193607297508493,0.71,0.787,1,"Th0","NOP56"
0.000163407910132087,-0.164388626917389,0.286,0.431,1,"Th0","CHST12"
0.000164197147955483,0.116692032201967,0.996,0.996,1,"Th0","RPL36A"
0.000164219692717169,-0.15319888018391,0.431,0.565,1,"Th0","ARF3"
0.000165385193477514,-0.170009091741357,0.792,0.874,1,"Th0","RWDD1"
0.000168321317151768,0.209767351344212,0.961,0.949,1,"Th0","C4orf3"
0.000169073016813851,-0.244094261214773,0.475,0.565,1,"Th0","NOC3L"
0.000170513866883934,-0.197147163526225,0.361,0.475,1,"Th0","SLC16A1"
0.000170596151089985,0.213978293505553,0.922,0.879,1,"Th0","TKT"
0.000171694259340982,-0.166379813636836,0.741,0.813,1,"Th0","FIBP"
0.00017413444776975,-0.186843185359423,0.996,0.999,1,"Th0","MT-CO2"
0.000175008987904318,-0.12173375996244,0.251,0.369,1,"Th0","NUP93"
0.000178826130148097,-0.159757145647956,0.506,0.621,1,"Th0","NFATC2IP"
0.000180620606532002,-0.135489647951266,0.282,0.396,1,"Th0","TAF2"
0.000180781327229244,-0.173340394283463,0.706,0.795,1,"Th0","NDUFA3"
0.000182381271969797,-0.118380763118007,0.22,0.349,1,"Th0","WDR34"
0.000188953188714448,-0.167202586706824,0.49,0.608,1,"Th0","TMEM179B"
0.000189453475088625,-0.157780883350951,0.349,0.471,1,"Th0","CSNK1G3"
0.000191421734026174,-0.150367814607527,0.843,0.893,1,"Th0","AES"
0.000194789475382706,-0.141131582696682,0.341,0.472,1,"Th0","RIOK1"
0.000195324828321051,-0.212758292083588,0.835,0.901,1,"Th0","MAP1LC3B"
0.000196807729650931,0.205703574914502,0.757,0.687,1,"Th0","RCSD1"
0.000197453891795257,-0.147599123030346,0.294,0.442,1,"Th0","RBM4"
0.00019750139796363,-0.196510820206488,0.745,0.851,1,"Th0","PARP14"
0.000198246035131101,-0.156641516131625,0.565,0.672,1,"Th0","RAB5C"
0.000198913900607484,-0.267166322503475,0.663,0.764,1,"Th0","H1FX"
0.000200060981176662,0.191658540237734,1,0.997,1,"Th0","RPS26"
0.000201818726908749,0.184422133802492,0.541,0.427,1,"Th0","TRAF3"
0.00020238016283776,-0.187656860675216,0.651,0.738,1,"Th0","ARF4"
0.000203675442600316,0.178560245898682,0.58,0.493,1,"Th0","AHCY"
0.000205107642005796,-0.157599714326969,0.89,0.929,1,"Th0","PSMD8"
0.000205489501371827,-0.121979764995463,0.184,0.303,1,"Th0","ADAM17"
0.000206431563800911,-0.200934653239654,0.718,0.783,1,"Th0","DPM1"
0.000206901109999281,-0.138724803705179,0.306,0.432,1,"Th0","LRRC42"
0.00020765498633964,-0.160080199756836,0.847,0.875,1,"Th0","DNAJC15"
0.000209164653400066,-0.172081641445801,0.635,0.729,1,"Th0","PSMD6"
0.000209555534274003,-0.146193376954423,0.196,0.322,1,"Th0","ZC3H12A"
0.000210966631750962,-0.169961579538084,0.757,0.834,1,"Th0","C19orf70"
0.000211541385397596,-0.114799800392887,0.09,0.187,1,"Th0","PRR5"
0.000214454060057813,-0.214402354080516,0.725,0.781,1,"Th0","RILPL2"
0.000214508735221112,-0.218924344969921,0.82,0.874,1,"Th0","CCT3"
0.000214727111371349,-0.125968264522482,0.639,0.753,1,"Th0","DNTTIP2"
0.000220268505513478,-0.192206528306992,0.741,0.82,1,"Th0","BAZ1B"
0.000220353858995359,0.174758555213173,0.961,0.903,1,"Th0","EIF3D"
0.000220444650467659,-0.149981929269924,0.494,0.631,1,"Th0","RDH11"
0.000220927855491154,-0.131095827663505,0.282,0.396,1,"Th0","RAB22A"
0.000221606660837406,-0.146351732405821,0.62,0.729,1,"Th0","SNX17"
0.000221860026092437,-0.133138118856394,0.157,0.266,1,"Th0","PLEC"
0.000221866599335328,-0.113210722834868,0.278,0.399,1,"Th0","DYNC1LI2"
0.000231958061971581,-0.106229598913368,0.212,0.332,1,"Th0","NOC4L"
0.00023208069595806,-0.117944955486323,0.157,0.272,1,"Th0","TP53BP1"
0.000234642466078722,-0.124836555422635,0.357,0.477,1,"Th0","STARD3"
0.000234643374015002,-0.270712821777819,0.494,0.612,1,"Th0","KPNA2"
0.000235649744992052,-0.126172542651653,0.463,0.584,1,"Th0","LYPLA2"
0.000235935384400363,-0.237838423130526,0.812,0.868,1,"Th0","LIMA1"
0.000236945125324999,-0.17182448250584,0.749,0.795,1,"Th0","NDUFC1"
0.000238244181283878,-0.157046504064719,0.114,0.216,1,"Th0","LMCD1"
0.000238756434675912,-0.100029237841159,0.129,0.242,1,"Th0","WHAMM"
0.00023957258370492,0.129133443895911,0.145,0.07,1,"Th0","PTGER2"
0.000239975501505885,-0.101147887073595,0.133,0.236,1,"Th0","RPUSD1"
0.00024291414745252,-0.159065894448388,0.596,0.679,1,"Th0","LAPTM4A"
0.000243715290261851,-0.245800190400397,0.831,0.881,1,"Th0","TNIP1"
0.000244579758314891,-0.214746928933724,0.749,0.813,1,"Th0","ATRX"
0.000245896776700537,-0.175792842951663,0.831,0.848,1,"Th0","RPA2"
0.000245918759205273,0.123907973717386,0.529,0.396,1,"Th0","ST3GAL1"
0.000249218946275763,-0.152903875440109,0.247,0.356,1,"Th0","MAFG"
0.000249437279562068,-0.166880876044112,0.439,0.561,1,"Th0","ATXN10"
0.000250664839558691,-0.121062099341104,0.149,0.262,1,"Th0","GALNT10"
0.00025077674254629,-0.136247931476666,0.29,0.4,1,"Th0","GDI1"
0.000251427663995875,-0.153818902253465,0.384,0.506,1,"Th0","RAB21"
0.000252271680841109,-0.196248774027176,0.973,0.973,1,"Th0","SP100"
0.000257634449916378,-0.168935343214948,0.447,0.576,1,"Th0","KRAS"
0.000260252728025576,-0.153603335860284,0.733,0.817,1,"Th0","TBCB"
0.000264065432229691,-0.109591362833817,0.188,0.311,1,"Th0","SPSB1"
0.000266767234091537,-0.156676349728593,0.345,0.459,1,"Th0","SLC25A24"
0.000268554598281136,-0.231236121950643,0.404,0.525,1,"Th0","MIAT"
0.000292441240829578,-0.177334795638115,0.682,0.779,1,"Th0","PSMC6"
0.00029354003947079,-0.307077060280188,0.761,0.789,1,"Th0","JAML"
0.000297901488779826,-0.104542459901833,0.192,0.299,1,"Th0","POGK"
0.000299945801651694,-0.1297860277837,0.49,0.615,1,"Th0","SETX"
0.00030255684982222,-0.206123131231163,0.682,0.772,1,"Th0","SYNCRIP"
0.00030332327378127,-0.122253074980377,0.149,0.256,1,"Th0","CTC-444N24.11"
0.000303651953009748,-0.1423465214512,0.4,0.515,1,"Th0","C19orf25"
0.00030375105202128,-0.172585825484339,0.525,0.644,1,"Th0","ARL6IP6"
0.000305757944609398,-0.145032007947387,0.824,0.902,1,"Th0","IK"
0.000306817214354399,-0.142881131723911,0.212,0.328,1,"Th0","ABHD5"
0.000307682017509809,-0.247173041554818,0.459,0.574,1,"Th0","TRAF1"
0.000312574741402342,0.14115587868778,0.996,0.98,1,"Th0","TMA7"
0.000315693863778499,-0.154221668770839,0.733,0.836,1,"Th0","GSPT1"
0.000316193150479561,-0.110190147567197,0.051,0.132,1,"Th0","PRR5L"
0.000318877665371525,-0.148414819922383,0.341,0.455,1,"Th0","PPM1M"
0.000321037461310898,-0.151568129042867,0.329,0.452,1,"Th0","BIRC2"
0.000327773424906862,-0.149665587209735,0.518,0.616,1,"Th0","CBR3"
0.000329983587626663,-0.167715944597938,0.518,0.631,1,"Th0","PITPNB"
0.000331162532743972,-0.146674117935832,0.294,0.42,1,"Th0","CAMK2D"
0.000332080981685402,-0.171464064649778,0.49,0.608,1,"Th0","NCBP3"
0.000332799395381091,-0.132394255599083,0.412,0.53,1,"Th0","RRAGC"
0.000335016950747544,-0.128889461316862,0.314,0.43,1,"Th0","NUPL2"
0.000336311612038139,-0.189444794463386,0.965,0.973,1,"Th0","GPSM3"
0.000338316447564171,-0.144013431975769,0.4,0.517,1,"Th0","GLRX2"
0.000342155765526375,-0.193533097250127,0.647,0.718,1,"Th0","HADHB"
0.000343618082536363,-0.162482528429699,0.953,0.968,1,"Th0","EMP3"
0.000343657743222029,-0.174976936610402,0.949,0.976,1,"Th0","ERH"
0.000345426258679515,-0.199702762239183,0.529,0.627,1,"Th0","CYB5A"
0.000346428397271228,0.224857159282404,0.71,0.628,1,"Th0","DCXR"
0.000347039028233371,-0.166960906306557,0.235,0.341,1,"Th0","MLKL"
0.000348679614880602,-0.241381519091218,0.847,0.897,1,"Th0","GSTP1"
0.000350067570745296,0.160309598267966,0.929,0.882,1,"Th0","TOMM20"
0.000352813969469432,0.1842776906978,0.937,0.929,1,"Th0","RSL1D1"
0.00036301462967279,-0.108016739007091,0.137,0.239,1,"Th0","TSPAN31"
0.000364689049729288,-0.175591773141118,0.576,0.683,1,"Th0","PCSK7"
0.000365310238067364,0.151735999961837,0.4,0.294,1,"Th0","FAM101B"
0.000365687665320081,-0.178202076973838,0.706,0.781,1,"Th0","FERMT3"
0.000366547072621601,-0.190324077432706,0.925,0.956,1,"Th0","ABRACL"
0.000371736397627166,-0.160181613590858,0.341,0.468,1,"Th0","SUN2"
0.000375205450332025,-0.173652467928867,0.388,0.501,1,"Th0","STAT5A"
0.000376491795556827,-0.163421775329017,0.714,0.807,1,"Th0","VIMP"
0.000376575663609903,-0.100773396447836,0.18,0.293,1,"Th0","KLHL5"
0.000377356892593454,-0.132085079517746,0.408,0.55,1,"Th0","SHOC2"
0.000380512033197574,-0.19922198009117,0.588,0.679,1,"Th0","MID1IP1"
0.000381197792987472,-0.228910202395767,0.831,0.921,1,"Th0","DYNLT1"
0.000382039437166601,0.219042565314319,0.478,0.388,1,"Th0","MOB3A"
0.000384370586359848,-0.166646537894752,0.827,0.902,1,"Th0","C1orf43"
0.00038448943518619,-0.194214243060544,0.192,0.301,1,"Th0","IGFBP4"
0.000385290142568141,-0.125642963464231,0.369,0.505,1,"Th0","AP1M1"
0.000388101168175165,0.26645834835322,0.796,0.746,1,"Th0","C12orf75"
0.00038829967102898,-0.100096492305939,0.153,0.258,1,"Th0","PEX14"
0.000393072004663771,0.170634800953825,0.447,0.35,1,"Th0","CITED2"
0.000393707542016252,-0.154175221371196,0.247,0.366,1,"Th0","STK38L"
0.000394558871698034,-0.239353182122435,0.925,0.974,1,"Th0","IFITM2"
0.000396255460843854,-0.284307054746082,0.482,0.573,1,"Th0","SOD2"
0.000396592184104991,-0.209317128688507,0.78,0.839,1,"Th0","STIP1"
0.000401032168674799,-0.116771345970727,0.176,0.285,1,"Th0","RRAS"
0.000404277853873958,-0.160140631410073,0.561,0.672,1,"Th0","SP110"
0.000406532818396123,-0.156296598583598,0.424,0.55,1,"Th0","TMEM109"
0.000406681329933921,-0.175823890055978,0.627,0.729,1,"Th0","EEF1E1"
0.000407925232166142,-0.152400740373132,0.906,0.922,1,"Th0","PSMB6"
0.000410546417500034,0.155900934664197,0.761,0.711,1,"Th0","SKAP1"
0.000424263699772943,-0.180952186741228,0.859,0.921,1,"Th0","HNRNPM"
0.000425848220886851,-0.15257340981739,0.282,0.4,1,"Th0","KLHL6"
0.000433202681904166,-0.11143690338062,0.231,0.346,1,"Th0","TRAPPC6B"
0.000435447522501652,-0.166903962391227,0.38,0.511,1,"Th0","EFCAB14"
0.000437561342002418,-0.181732407899173,0.737,0.824,1,"Th0","GLRX3"
0.000439687387666278,-0.194933501593864,0.796,0.843,1,"Th0","ATRAID"
0.000439767536356585,-0.141628935742589,0.337,0.459,1,"Th0","CYTH2"
0.000439904778425026,-0.130876221525122,0.384,0.502,1,"Th0","ITK"
0.000441483420387616,0.177772713605051,1,1,1,"Th0","ENO1"
0.000450129635180915,-0.183705851323615,0.451,0.593,1,"Th0","MSL3"
0.000455403559139287,-0.140835910012484,0.365,0.477,1,"Th0","HIBCH"
0.000456210564883676,-0.113673065075751,0.118,0.207,1,"Th0","CYFIP1"
0.000463121927915823,-0.114717347645174,0.216,0.326,1,"Th0","C14orf80"
0.00046741449271882,-0.19531161888085,0.502,0.628,1,"Th0","PNPT1"
0.000468677443334121,-0.105278597916723,0.227,0.345,1,"Th0","SNX27"
0.000471745502250424,-0.146785351081014,0.498,0.628,1,"Th0","NAA15"
0.000476561996053353,-0.160646922584123,0.612,0.729,1,"Th0","TRAPPC4"
0.000477606682658191,0.194665353065194,0.886,0.858,1,"Th0","AP3S1"
0.000478783279020292,-0.158729948266588,0.667,0.752,1,"Th0","C9orf78"
0.000485982143718511,-0.210393804461929,0.8,0.835,1,"Th0","LSM6"
0.000486688144590456,0.184189702699884,0.604,0.54,1,"Th0","LTA4H"
0.000487235616621017,-0.220002053298768,0.62,0.694,1,"Th0","CDK6"
0.000489150638997061,-0.155365969584734,0.506,0.612,1,"Th0","MPHOSPH10"
0.000489165357243061,-0.110020145699496,0.18,0.289,1,"Th0","GALNT2"
0.00049484427351654,-0.259491652190158,0.949,0.966,1,"Th0","TUBB"
0.000495868590196619,-0.11975298520871,0.345,0.467,1,"Th0","STAT5B"
0.000496012822461157,-0.131227495425719,0.208,0.329,1,"Th0","PLK3"
0.000498516347185017,0.231433899981855,0.996,0.997,1,"Th0","YBX1"
0.000498720028896005,-0.173353321422779,0.635,0.741,1,"Th0","ZDHHC12"
0.000499751591023482,0.188204914881219,0.196,0.115,1,"Th0","FAM26F"
0.000500155274620093,-0.300650442241997,0.663,0.757,1,"Th0","SLFN5"
0.000505318736131031,-0.126905098156311,0.427,0.561,1,"Th0","SRSF6"
0.000505544656463251,-0.127323724998289,0.278,0.396,1,"Th0","ZNF766"
0.00050806405922881,-0.121096171304177,0.204,0.321,1,"Th0","CLUAP1"
0.000519971946000659,-0.181841838710247,0.976,0.992,1,"Th0","PSMB8"
0.000529298785883686,-0.145035246498448,0.271,0.373,1,"Th0","CDK2"
0.000533090981438415,-0.163572459684331,0.659,0.756,1,"Th0","ZC3H13"
0.000535768910014395,-0.166755621528522,0.651,0.745,1,"Th0","STUB1"
0.000536567000390992,-0.111564813119925,0.137,0.234,1,"Th0","SLC39A14"
0.000537585896616802,-0.118480041963822,0.361,0.493,1,"Th0","PSMD9"
0.000539717594964588,-0.106597884043772,0.129,0.234,1,"Th0","LSR"
0.000540996159789121,-0.205712073648459,0.847,0.859,1,"Th0","CCT5"
0.000541120019827742,-0.143996067408026,0.365,0.474,1,"Th0","HACD3"
0.000542902481910773,-0.102605159652649,0.227,0.333,1,"Th0","SAYSD1"
0.000544632441304458,0.150025490088612,0.365,0.259,1,"Th0","PECR"
0.00054502340099176,0.461506245518541,0.42,0.325,1,"Th0","ANKRD37"
0.000549259022228211,-0.152802494090389,0.459,0.592,1,"Th0","GLOD4"
0.000550100859503468,-0.156472900103141,0.573,0.675,1,"Th0","NKAP"
0.00055060585273475,-0.100809306835433,0.122,0.22,1,"Th0","CYB5R1"
0.000553079775621773,-0.149884244085142,0.365,0.486,1,"Th0","ATP6V0D1"
0.00055369442913629,-0.125896486707655,0.235,0.348,1,"Th0","TMEM87B"
0.000556313097412083,-0.148867568715472,0.808,0.859,1,"Th0","VPS28"
0.000558056099040792,-0.181577022995694,0.91,0.938,1,"Th0","PSMA2"
0.0005591094184725,-0.132733329809426,0.369,0.507,1,"Th0","DOK1"
0.000563441828683697,-0.158297546861795,0.667,0.746,1,"Th0","CCDC53"
0.000565770608692755,-0.134271048839239,1,1,1,"Th0","B2M"
0.000569700341001826,-0.155392126000513,0.816,0.893,1,"Th0","RAB7A"
0.00057044333311487,-0.130932658252047,0.231,0.344,1,"Th0","TLE3"
0.000574535497614729,-0.190432639719367,0.596,0.691,1,"Th0","H2AFJ"
0.000575734581424921,-0.236285995813025,0.31,0.409,1,"Th0","MAST4"
0.000578362025154929,-0.180781738542741,0.573,0.687,1,"Th0","DERL1"
0.000593485851470072,-0.196490410912038,0.698,0.762,1,"Th0","RAB2A"
0.000595325919583549,-0.174284025994513,0.463,0.607,1,"Th0","PDCD4"
0.00059722786514456,-0.106123896118553,0.188,0.293,1,"Th0","FANCL"
0.000600221522309114,-0.143085859620753,0.388,0.498,1,"Th0","CDS2"
0.000602728084065822,-0.148137963610272,0.671,0.732,1,"Th0","CNIH4"
0.000602814088625052,-0.113882228551963,0.51,0.615,1,"Th0","NUDT22"
0.000609846080559522,-0.106393952283678,0.169,0.271,1,"Th0","C17orf67"
0.00061016621739058,-0.116258547184482,0.392,0.513,1,"Th0","RPP38"
0.000611308997288242,-0.125154854044474,0.267,0.379,1,"Th0","AGO3"
0.000611362244681842,-0.155576915775693,0.698,0.776,1,"Th0","CCDC12"
0.000617816945735613,-0.164796158728042,0.671,0.781,1,"Th0","SRPK1"
0.000624132201328211,-0.143676638811534,0.471,0.589,1,"Th0","JMJD6"
0.000630220377915351,-0.13049227210266,0.855,0.887,1,"Th0","HSPA9"
0.000632494671502246,-0.163703423281125,0.529,0.611,1,"Th0","BAD"
0.000634738202457458,-0.154315061971151,0.945,0.97,1,"Th0","ATP5J"
0.000634878651610244,-0.155259110527265,0.855,0.897,1,"Th0","SOCS1"
0.000637225088304357,-0.140997200426639,0.471,0.583,1,"Th0","DCTD"
0.000638857348983039,-0.134264890454887,0.306,0.419,1,"Th0","P4HTM"
0.000645128020775904,-0.198731004969215,0.875,0.906,1,"Th0","BZW1"
0.000649234922275937,0.194588217630265,0.914,0.902,1,"Th0","LMAN1"
0.000649464428305197,-0.133420528383133,0.384,0.51,1,"Th0","COASY"
0.000650826475655212,0.169215717155642,0.518,0.426,1,"Th0","CCNB1IP1"
0.000651965567820977,-0.228404306604723,0.651,0.726,1,"Th0","SH2D2A"
0.000655433951463995,0.160102732632294,1,1,1,"Th0","EIF1"
0.000663007696268663,-0.16973836592828,0.525,0.636,1,"Th0","N4BP1"
0.000672311514186501,0.190001338328663,0.259,0.165,1,"Th0","IL23A"
0.000673763256327926,0.254441151080244,0.961,0.942,1,"Th0","CYTIP"
0.00067811380184672,-0.203074541926743,1,1,1,"Th0","ACTB"
0.000678902200208972,-0.167582152522385,0.58,0.683,1,"Th0","CD6"
0.000681990107266322,-0.115195324463502,0.427,0.538,1,"Th0","EDEM1"
0.000682740445107954,-0.115988389314684,0.29,0.396,1,"Th0","CDC16"
0.000683210839913445,-0.17561490298428,0.541,0.642,1,"Th0","RSBN1L"
0.000686883955171813,0.155428364212356,1,1,1,"Th0","ALDOA"
0.000696454077827898,-0.153657933354964,0.251,0.36,1,"Th0","IER5"
0.000702419220152478,0.168859921778097,0.443,0.356,1,"Th0","MINA"
0.000706248384095315,-0.136494638198229,0.451,0.576,1,"Th0","TMEM205"
0.000708571147142177,-0.165024617487863,0.549,0.647,1,"Th0","HDAC2"
0.000713343550784737,0.161194966646415,0.459,0.344,1,"Th0","CAMK1"
0.000721901517376408,-0.182900225292694,0.592,0.675,1,"Th0","EBNA1BP2"
0.000722590731946475,-0.159598375680476,0.612,0.706,1,"Th0","FAM133B"
0.000727261298645964,-0.116161799618261,0.322,0.451,1,"Th0","CXorf38"
0.000733263781050464,-0.135157093608573,0.525,0.624,1,"Th0","B3GAT3"
0.000733752860562632,-0.160979855782217,0.4,0.519,1,"Th0","MIA3"
0.000737320267527985,-0.142917073823909,0.412,0.526,1,"Th0","ZNF326"
0.000762471434225251,-0.124619647082493,0.192,0.297,1,"Th0","CD3EAP"
0.000763106890875247,-0.146319370358362,0.671,0.769,1,"Th0","MRPL18"
0.000765452488990897,-0.121689992035723,0.533,0.668,1,"Th0","CPNE3"
0.000769332760440364,-0.139324640485275,0.576,0.685,1,"Th0","NR1H2"
0.000771945925983611,-0.142189500253146,0.639,0.726,1,"Th0","BRD2"
0.00077385860048615,-0.13994639659406,0.996,0.999,1,"Th0","PPIA"
0.000780923739034417,-0.116849111320891,0.314,0.442,1,"Th0","TRMT6"
0.000781541176144147,0.112446946855318,0.129,0.063,1,"Th0","CCDC64B"
0.000798805585613191,0.321824994276749,0.627,0.557,1,"Th0","GNA15"
0.000801714093275056,-0.139678407101067,0.725,0.783,1,"Th0","SF1"
0.000806396659643007,-0.228245125367787,0.835,0.882,1,"Th0","CD47"
0.000806509055837318,-0.111851380030423,0.322,0.444,1,"Th0","MEI1"
0.000817118732044901,-0.108676746135355,0.133,0.23,1,"Th0","PPM1N"
0.00081719519036649,-0.230860755807367,0.196,0.298,1,"Th0","CXCR3"
0.000825720041424387,0.117746310630783,0.318,0.219,1,"Th0","RP11-798M19.6"
0.00082810742064161,-0.169730657770161,0.773,0.809,1,"Th0","SNRNP70"
0.000832065809455387,-0.141969681736818,0.357,0.458,1,"Th0","AIMP2"
0.000833340036713562,0.163576007887749,0.396,0.301,1,"Th0","RLF"
0.000837884124527233,0.200663227470659,0.631,0.537,1,"Th0","ALDOC"
0.000840124973640281,-0.320811612016826,0.733,0.793,1,"Th0","ANXA2"
0.000864125926095466,-0.16409094910267,0.792,0.864,1,"Th0","RALY"
0.000865272870130802,-0.112332204175451,0.141,0.232,1,"Th0","CCDC102A"
0.00087529269763377,0.121676373288525,0.2,0.118,1,"Th0","NINJ2"
0.00087672693879253,-0.140726583075628,0.51,0.609,1,"Th0","PSMD1"
0.000882643724327525,-0.144895900269103,0.796,0.864,1,"Th0","MRPL20"
0.000889462844328826,-0.144842313475707,0.216,0.314,1,"Th0","B4GALT4"
0.000910628691407507,-0.280771110558989,0.616,0.713,1,"Th0","HLA-DPB1"
0.00091306559404318,-0.159220289657295,0.506,0.62,1,"Th0","WBP4"
0.000915007252503261,-0.279237358276561,0.878,0.903,1,"Th0","NFKBIA"
0.000915203591401153,-0.156227551665935,0.404,0.521,1,"Th0","SLC37A3"
0.000922704557266668,-0.189562769106721,0.78,0.84,1,"Th0","RAB11A"
0.000923998255520881,-0.246631961217789,0.322,0.413,1,"Th0","FAM111B"
0.000926874567736933,0.140374995824979,0.439,0.311,1,"Th0","PDE4D"
0.000930162099711669,-0.139075301296657,0.408,0.514,1,"Th0","VRK3"
0.000930674175636875,-0.124949487468246,0.435,0.546,1,"Th0","HTRA2"
0.000938077759239313,0.114891457703612,0.235,0.148,1,"Th0","NCR3"
0.00094544948595433,-0.119011891867669,0.322,0.435,1,"Th0","NR2C2AP"
0.000948646309588479,-0.190931601007972,0.953,0.96,1,"Th0","HNRNPDL"
0.000952918854183513,-0.148618583132472,0.788,0.856,1,"Th0","NHP2"
0.000959541327381836,-0.106543259953229,0.243,0.358,1,"Th0","ZUFSP"
0.000959992209853058,-0.149583891441864,0.576,0.694,1,"Th0","OFD1"
0.000960613459874323,-0.167478720312153,0.808,0.858,1,"Th0","PSMD7"
0.000962018837202316,0.108958604174947,0.118,0.056,1,"Th0","LRRN3"
0.000962457683182148,-0.151671190010538,0.098,0.185,1,"Th0","IL1RN"
0.000962920981932401,-0.147431589858845,0.702,0.765,1,"Th0","TMEM147"
0.000968222803311064,-0.147288474787698,0.294,0.395,1,"Th0","STX11"
0.000969375107789626,-0.199737318176924,0.796,0.828,1,"Th0","SUPT16H"
0.000972980412250526,-0.172395452100819,0.502,0.596,1,"Th0","RBMS1"
0.000974343570474358,-0.12467405913007,0.812,0.878,1,"Th0","GTF3C6"
0.000982641571604646,-0.128967127582341,0.412,0.526,1,"Th0","PRPS1"
