"","group_Th17","group_Th0","group_iTreg","group_Th2"
"CCL17",0.649783861109968,-1.65375159256656,0.396106442648809,NA
"NDUFS5",0.176189252419848,-0.311220827011093,0.13344765394389,NA
"P4HA1",-0.178861180232788,0.277677650342151,NA,NA
"GZMA",-0.68104030455262,0.588345583284112,-0.532402415670836,0.722636692578558
"DNAJC2",0.145927910673734,-0.329175682030155,0.175566851057537,NA
"GRN",0.184833742611922,-0.340940421071907,0.351436613115838,-0.526135446619081
"SUB1",NA,-0.241711737451473,0.323371057037208,-0.359555911957063
"KCNN4",0.182690749736814,-0.343150623338561,0.284461933801251,-0.357754757089792
"TXNDC17",0.34697626924273,-0.457376953095579,0.195834241384649,-0.315694340103465
"DYNLL1",0.113317940789825,-0.341647968842928,0.291655135497804,-0.241881966253448
"LPIN2",0.23367463614528,-0.340836619403935,0.195677310169105,-0.266883875150425
"FRMD4B",-0.208168204394297,0.430347167955835,-0.196423760295584,NA
"SERPINB6",0.212103458635276,-0.293774063449384,0.167507309185768,-0.238800101897596
"TSPO",0.183500207220768,-0.315424613394824,0.24561965039951,-0.317030248940276
"GIPC1",0.162193243955409,-0.225500642984427,NA,NA
"IL32",-0.330934074116771,0.681085278583377,-0.431091958126741,NA
"FHL3",0.102987623037919,-0.175190896351494,0.118735363042417,-0.1243403546964
"KLHDC7B",NA,-0.181752950774486,0.148169342676027,-0.141846162672327
"OASL",0.40041202842409,-0.294892572109752,0.230226856446704,-0.818958192753011
"UQCRH",NA,0.216488659742644,-0.268628298697726,0.251685341928387
"INTS7",0.110594377321395,-0.16654851496087,NA,NA
"ATP5E",0.119157701747627,-0.244702454902692,NA,NA
"RNF187",0.190421334087495,-0.297787051366393,0.121897337275621,-0.101430803524438
"RSAD2",0.236663879399624,-0.48322790066532,0.432581736255423,-0.602707586867978
"NUP88",NA,-0.237653268078871,0.190819590808097,NA
"TUBA1A",0.154273222119217,-0.373636578535074,0.38364857089608,-0.483071561899458
"CHMP5",0.188706152984151,-0.301613406151291,0.319310938149577,-0.524464673206009
"GSDMD",0.135768721382278,-0.325756984558592,0.183729871250093,NA
"EIF2S1",0.119928390300432,-0.291409669236687,0.259187756279799,-0.262391186023048
"DDX60L",0.16290231878751,-0.259793263645907,0.171886331198435,-0.208133652652693
"RBPJ",0.12526002530937,-0.477754077038213,0.524929997014293,-0.603067412479545
"IFIH1",0.16010635654875,-0.354490278321152,0.325981686102256,-0.389058867559072
"CCR7",0.205807187023077,-0.582593695757328,0.589362587779823,-0.791096611597357
"USMG5",0.131605194033305,-0.226929166259903,NA,NA
"NT5C3A",0.179831927304556,-0.422033159139642,0.438492102239352,-0.595168850456496
"PDIA6",NA,-0.296430452419075,0.231634759957282,NA
"SPINK2",NA,-0.206189639155731,0.255754791997536,-0.166667906019992
"LGALS3BP",NA,-0.427620657428138,0.458771723642226,-0.285325018655648
"MDK",NA,-0.260516961929102,0.315386518357659,-0.32240337042264
"TMBIM6",NA,-0.273707843748475,0.298105182303435,-0.274136785958043
"MED10",0.152666591372107,-0.309402637288818,0.268302220196508,-0.316418301129878
"TCEAL4",NA,-0.25621211169476,0.196402261935089,-0.137080286698287
"PSME1",NA,-0.241159426789481,0.236843118067986,-0.201375756164218
"TMSB10",-0.221084500455659,0.30264289629313,NA,NA
"HLA-A",0.171569287187868,-0.330041805218305,0.300625737052942,-0.393844338324739
"SYTL3",NA,0.44666290119464,-0.492427888085763,NA
"ASXL1",0.15372699662382,-0.235746311753666,NA,NA
"APOBEC3C",0.212476370599354,-0.437666454260431,0.372306343503066,-0.472205013108892
"BCAR3",NA,-0.140235734511629,0.127435270882174,NA
"C12orf57",0.13738063104158,-0.319630665947731,0.200147243614515,-0.129403331848344
"RSL24D1",-0.167587533995929,0.276525104396421,-0.176476301388875,0.120251113998205
"HLA-E",0.162718153205935,-0.280635111173433,0.256864147887534,-0.357687357692934
"NDUFB11",0.137143574108706,-0.224975212874645,0.119385018431851,-0.10991226685435
"GCNT1",NA,-0.260362720083772,0.363765211072216,-0.283967257372221
"AAK1",NA,-0.303009246834454,0.226134221892626,NA
"TNFSF14",0.176843099638527,-0.221599826482363,0.175333120473729,-0.302978472367807
"CTA-384D8.35",0.100660252403104,-0.178831946300599,0.16566686714497,-0.208508089669154
"TMEM243",0.243215748061779,-0.352311720907538,0.234514262355795,-0.352796056039524
"PDE4B",0.285111219673541,-0.348212948992276,0.210213569131226,-0.391359360240974
"SRI",0.13318640775079,-0.271869809817958,0.189186235794339,-0.170736933568265
"ARPC5",NA,-0.295514263053833,0.252290680904472,-0.129782475261135
"MCM4",0.345876105641856,-0.447999574555713,0.156801579191444,-0.243952651741836
"SERPINB1",0.227321376331572,-0.328056868942378,0.162013395048477,-0.203843123766853
"FSD1",NA,-0.117913518903089,NA,NA
"F5",0.134224246461803,-0.206174537905419,0.145377098234964,-0.184878772584589
"SAMD9L",0.114232997173833,-0.35707578526636,0.382999109534531,-0.425798888948312
"PSMB3",NA,-0.21635464719398,0.208755366201137,NA
"MCM6",0.183815526720436,-0.344163397109153,0.244568862827471,-0.27007238445507
